candidate_id,ALPINE_P_291_KS,All_manure_CaO_SPXY_strat_Manure_type,All_manure_K2O_SPXY_strat_Manure_type,All_manure_MgO_SPXY_strat_Manure_type,All_manure_P2O5_SPXY_strat_Manure_type,All_manure_Total_N_SPXY_strat_Manure_type,An_spxyG70_30_byCultivar_ASD,An_spxyG70_30_byCultivar_MicroNIR,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,An_spxyG70_30_byCultivar_NeoSpectra,Beef_Marbling_RandomSplit,Beer_OriginalExtract_60_KS,Beer_OriginalExtract_60_YbaseSplit,Biscuit_Fat_40_RandomSplit,Biscuit_Sucrose_40_RandomSplit,Brix_spxy70,C_woOutlier,Ccar_spxyG_block2deg,Chla+b_spxyG_block2deg,Chla+b_spxyG_species,Corn_Oil_80_ZhengChenPelegYbaseSplit,Corn_Starch_80_ZhengChenPelegYbaseSplit,DIESEL_bp50_246_b-a,DIESEL_bp50_246_hla-b,DIESEL_bp50_246_hlb-a,Escitalopramt_310_Zhao,Firmness_spxy70,Fv_Fm_grp70_30,LMA_spxyG70_30_byCultivar_ASD,LP_spxyG,LUCAS_SOC_Cropland_8731_NocitaKS,LUCAS_pH_Organic_1763_LiuRandomOrganic,MP_spxyG,Malaria_Oocist_333_Maia,Malaria_Sporozoite_229_Maia,Milk_Fat_1224_KS,Milk_Lactose_1224_KS,Milk_Urea_1224_KS,NP_spxyG,N_wOutlier,N_woOutlier,Pi_spxyG,Quartz_spxy70,Rd25_CBtestSite,Rd25_GTtestSite,Rd25_XSBNtestSite,Rd25_spxy70,Rice_Amylose_313_YbasedSplit,TIC_spxy70,V25_spxyG,WOOD_Density_402_Olale,WOOD_N_402_Olale,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,brix_groupSampleID_stratDateVar_balRows,grapevine_chloride_556_KS,ph_groupSampleID_stratDateVar_balRows,ta_groupSampleID_stratDateVar_balRows
AOM_v0 | AOM-PLS | AOM-compact-cv3-numpy | AOM-compact-cv3-numpy,1.01842836931,1.056872123,1.06683921713,1.0270878406,1.01496560075,0.991683037899,1.14572262532,0.985955225901,1.09606079401,1.104264223,1.02176999308,0.868799117999,1.16648247416,1.0737798039,1.20815350566,0.830512248847,1.61394801426,1.26032015945,1.0961485718,1.3661365787,1.26312056998,1.64472610417,1.01785953417,1.13183456123,0.965613409887,1.22483989626,1.09637976471,1.00181317665,0.9732869372,0.956160970898,1.00519364799,1.34574385068,1.14764074714,0.997131080584,0.997259573135,1.11882935898,1.03418483682,1.00873311419,1.37422538588,1.29737940205,1.35381661026,1.17657916439,1.00000000428,0.999997088729,1.02163760548,0.972926624791,1.03206846438,1.29696801595,1.35880391771,1.35428122474,1.04516140955,1.00275553745,1.06986603498,1.1780798046,1.12173445349,1.09049706609,1.15265424433
AOM_v0 | AOM-PLS | AOM-explorer-simpls-numpy | AOM-explorer-simpls-numpy,1.00874330759,1.00367724023,1.01541562495,1.01532965888,1.01944047765,0.964789136823,1.20978809691,1.17536135252,1.13578720195,1.15075651071,1.02444417039,0.644774019561,2.02732134534,0.882890412456,1.94948510844,0.849331512153,1.23784092498,1.20061534888,1.06198087665,1.33507943659,2.69505270529,2.33633356559,1.0,1.0,1.18019644535,1.20994189674,1.39429551497,0.963751248937,0.997371561444,0.948465606975,1.02499485605,1.41560130723,1.11362073746,1.10296785432,1.04248919277,1.27536528138,1.26946221003,1.03595510139,1.24487012006,1.28466169542,1.51113438141,1.21353529759,0.999999997935,1.02423747737,1.10538325131,0.788823036052,1.04486485653,0.981707550253,1.29070508701,1.53235274932,1.02368243794,1.02290179709,1.35213427815,1.19426074853,1.06511799608,1.09049706609,1.16550001138
AOM_v0 | AOM-PLS | AOM-family-pruned-cv3-numpy | AOM-family-pruned-cv3-numpy,1.01842836931,1.06073193515,1.12654765858,1.0197174512,1.09116660758,1.01149146357,1.14576751606,0.975152738581,1.15911544014,1.104264223,1.02126826408,0.522715309241,1.13875945089,1.11941938085,1.35409305168,0.830512248847,1.45704045094,1.25809455682,1.0961485718,1.3661365787,1.24594183054,1.73041869307,1.01785953417,1.16626180519,0.942919546435,1.34202099045,1.09637976471,1.01846639296,0.9732869372,0.920753608133,1.00547635919,1.34443508909,1.14764074714,0.997247801172,0.997259573135,1.11882935898,1.02543929461,1.00873311419,1.36147659982,1.31771115015,1.35552893815,1.15191329234,1.00000000428,0.999997088729,0.994823413157,0.984129735757,1.04520101331,1.09975231809,1.32858603734,1.35428122474,1.04534176066,1.00250247479,1.07638324789,1.1780798046,1.09886585918,1.10186524627,0.99284137619
AOM_v0 | AOM-PLS | AOM-family-pruned-numpy | AOM-family-pruned-numpy,1.08566451008,1.02729071868,1.13628483943,1.01532965888,1.17979211049,0.988104327341,1.13970543695,1.15400355616,1.2977076449,1.0873620374,0.990281334021,0.437775244268,3.7015687974,1.33355728043,1.23857631415,1.17997795468,1.45704045094,1.06543224291,1.02666585654,1.3661365787,1.24594183054,1.98113512326,1.00670242692,1.0472573184,1.00947591025,1.11352987342,0.703513678825,1.07842849503,0.99201111804,0.94954293351,1.00547635919,1.42404206782,0.936176048227,1.27162315166,1.01217611846,1.30117572032,1.02543929461,1.01328058329,1.45676364477,1.27858732648,1.42278291893,1.16549024727,0.997867658799,1.1254728963,0.997319440033,0.92328282609,1.05077558414,1.09975231809,1.09784367084,1.55389749316,1.00488360333,1.00371839631,1.20809888333,1.09122799837,1.05740630743,1.11105200688,0.99284137619
AOM_v0 | AOM-PLS | AOM-response-dedup-cv3-numpy | AOM-response-dedup-cv3-numpy,1.10928228198,1.01339447898,1.00524029649,0.957772775417,1.06419042241,0.977064939669,1.14572262532,0.941857254068,1.33747745022,1.104264223,1.02176999308,0.406926382954,0.884307894256,1.11941938085,1.35409305168,0.831574297887,1.61394801426,1.13330211563,1.0961485718,1.3661365787,1.24090722425,1.86499573809,1.01785953417,1.07352944583,0.914566634412,1.19788203995,0.98809267452,1.04100358334,0.9732869372,0.968986736169,1.0052853286,1.35233905336,1.14764074714,0.997131080584,0.997259573135,1.11882935898,1.07065207655,1.00873311419,1.48060517036,1.30555592573,1.35381661026,1.17657916439,1.00000000428,0.999997088729,0.934257300309,0.972926624791,1.04264653793,1.00950890312,1.29070725018,1.33499205835,1.00878688694,1.00577817049,1.10840649305,1.1780798046,1.05908859254,1.10186524627,0.99284137619
AOM_v0 | AOM-PLS | AOM-response-dedup-numpy | AOM-response-dedup-numpy,1.00874330759,1.02133221132,1.08174955789,0.928614675757,1.18164493602,0.993094230778,1.13970543695,1.14819223812,1.26715964139,1.1737722801,0.990281334021,0.580251755227,0.912849998131,1.33355728043,3.85522942091,1.17997795468,1.45704045094,1.06543224291,1.07722059262,1.3661365787,1.24594183054,1.98113512326,1.02716841722,0.976909270376,1.18019644535,1.10240166544,1.27053357542,1.06519393127,0.987497377765,0.94954293351,1.01150920107,1.41797926507,0.937926318573,1.15584244198,1.00155352917,1.35392425373,1.06841928336,1.0049734905,1.45676364477,1.27729428105,1.42579378892,1.16549024727,0.997867658799,1.12476567425,1.33739513213,0.918180214329,1.05859484567,1.00950890312,1.08146401719,1.57356204509,1.09104188796,1.00351016224,1.10840649305,1.09122799837,1.06689832644,1.11105200688,0.99284137619
AOM_v0 | AOM-PLS | ASLS-AOM-compact-cv3-numpy | ASLS-AOM-compact-cv3-numpy,1.01515985967,1.00980852447,0.960483734236,0.997166096421,1.06249935765,0.888281447402,1.01594404233,0.972436003878,1.28464422568,1.03929831396,1.01845051784,0.625802525869,0.919146303842,1.7942669125,0.924859982614,0.512883260891,1.5253392722,0.828932160196,1.27225014402,1.07367061301,1.0094591784,2.18322666967,1.04276968775,1.37845216572,0.978506460906,1.15744314506,1.08136970959,1.05304120431,0.981381509296,0.981738354825,1.09487702867,1.41484218631,1.03220698142,0.992261026553,0.994046033008,1.08518269356,1.04979418083,1.01774832019,1.65462407501,1.38075977065,1.31672304524,1.28566421544,2.73793630682,0.997761937549,1.56474945672,0.986559302593,1.06904879647,1.23921373587,1.32639933683,1.44088523616,1.01771370888,1.02859266666,1.07192534153,1.17707632974,1.07259410706,1.07039926711,1.02755600974
AOM_v0 | AOM-PLS | ASLS-AOM-compact-cv5-numpy | ASLS-AOM-compact-cv5-numpy,1.01515985967,0.961078826267,0.97028283036,0.997166096421,1.16011923691,0.895215884905,1.10675963119,0.986727688747,1.04293617817,1.05758057196,0.992910973062,0.625802525869,0.991597014114,1.06164145352,0.924859982614,0.576659277343,1.5253392722,0.943121550646,1.27225014402,1.07367061301,1.0094591784,2.15418010118,1.02253092465,1.11428357092,1.00093023686,1.13808175782,1.08136970959,0.98333152713,0.97387979968,0.904172915005,1.09487702867,1.41853949894,1.03220698142,0.992261026553,1.00532736706,1.0935996158,1.04979418083,1.01774832019,1.27913113763,1.2785150008,1.31672304524,1.29938381058,2.56159298587,0.997761937549,1.56474945672,0.921563222882,1.07012198903,1.19514457586,1.32639933683,1.36976039493,1.01548494824,1.00527316353,0.899688727182,1.15925740275,1.03352267517,1.07039926711,1.02755600974
AOM_v0 | AOM-PLS | ASLS-AOM-compact-repcv3-numpy | ASLS-AOM-compact-repcv3-numpy,0.962768481755,0.97543384612,0.97028283036,0.997166096421,1.16011923691,0.895215884905,1.02508055774,0.986727688747,1.18625799789,1.09892156391,0.992910973062,0.625802525869,0.919146303842,1.23578652585,0.924859982614,0.576659277343,1.5253392722,0.943121550646,1.27225014402,1.07367061301,1.04217844742,2.18322666967,1.02253092465,1.11282515228,1.00093023686,1.15744314506,1.08136970959,1.05304120431,0.97387979968,0.981738354825,1.09487702867,1.41484218631,1.0799415713,0.992261026553,1.00383111995,1.0935996158,1.04979418083,1.01774832019,1.19676410848,1.32782065852,1.31672304524,1.26360768789,2.67815415018,0.997761937549,1.55187411131,0.986559302593,1.07012198903,1.21709298404,1.32639933683,1.44088523616,1.01533854534,0.991345429939,0.954845224549,1.17707632974,1.10715878894,1.07593029239,1.02755600974
AOM_v0 | AOM-PLS | ASLS-AOM-compact-repcv3-oneSE-numpy | ASLS-AOM-compact-repcv3-oneSE-numpy,1.05469064023,1.09229600543,0.960483734236,1.13680938541,1.07139799671,0.960831189338,1.13718409118,0.999216751578,1.1458086187,1.03929831396,0.995868790164,0.625802525869,0.991597014114,1.52004099608,0.79496963604,0.56844228063,1.01610863431,0.805969042638,1.03848652804,1.09807072238,1.99365568365,2.07429773181,1.14524760644,1.33171810744,1.24610628334,1.22650937682,0.919092993549,0.991088344707,1.03735895314,0.986881953501,1.1348061738,1.50435757928,0.958737661371,0.99446813839,1.00179618495,1.3112167044,1.13759500904,1.02127998308,1.53165187761,1.50460549117,1.69710532412,1.23646308287,136128.539333,1.04262198307,1.22668508671,1.0550518213,1.06514515497,1.23730444961,1.32639933683,1.187967823,1.00818884433,1.01005991793,0.99390134966,1.20873264612,1.12180345752,1.09590692216,1.06789165896
AOM_v0 | AOM-PLS | ASLS-AOM-family-pruned-cv3-numpy | ASLS-AOM-family-pruned-cv3-numpy,1.01515985967,1.04391343311,1.043441005,1.12363378335,1.10835006425,0.947216184131,1.01831657144,0.97576370054,1.25963981794,1.04789906904,1.00608726263,0.658559925752,1.15452420976,1.27892516342,0.923556796999,0.512883260891,1.50297004016,0.77570957182,1.27225014402,1.17080047107,0.952172610135,2.36701455416,1.04894778333,1.37845216572,0.997619493245,1.13854281518,1.08136970959,0.977187109219,0.984461539051,0.981738354825,1.09487702867,1.41853949894,1.03555367211,0.993433002396,0.994046033008,1.08518269356,1.04452462304,1.01774832019,1.62196323596,1.29760280679,1.31855259611,1.25955075458,2.02053373247,0.997761937549,1.52953597436,1.05528717291,1.07042927865,1.03490663921,1.37989702477,1.35218477792,1.01771370888,1.02781048155,0.950280482178,1.10758371548,1.10507164486,1.03107430432,0.974397874444
AOM_v0 | AOM-PLS | ASLS-AOM-response-dedup-cv3-numpy | ASLS-AOM-response-dedup-cv3-numpy,1.0363226333,1.08860824925,0.983613654481,0.997166096421,1.00807381847,0.912498963214,0.996848758488,1.00624595654,1.37966905926,1.04789906904,1.01845051784,0.560515827454,0.937055802644,1.7942669125,1.22835867283,0.512883260891,1.50297004016,1.04897832697,1.27225014402,1.17080047107,0.980878420273,2.36710381811,1.04276968775,1.1719345022,0.961300924249,1.15559101637,0.999841891652,0.881176877768,0.980222959068,0.981738354825,1.09487702867,1.44179584962,1.03220698142,0.991902651712,1.01543432179,1.1215545418,1.0699901679,1.01774832019,1.62196323596,1.29760280679,1.29548610368,1.25955075458,1.59316525643,0.997761937549,1.65048522003,0.986559302593,1.06904879647,1.01211347736,1.06971268335,1.49137527298,1.01878296665,1.01210858945,1.07271838431,1.10758371548,1.04924039345,1.03107430432,0.974397874444
AOM_v0 | AOM-PLS | ActiveSuperblock-deep3-numpy | ActiveSuperblock-deep3-numpy,1.17202325369,1.30573124901,1.2022282405,1.2085197059,1.39959731126,1.2079022293,1.28911247439,1.1713280393,1.3658996978,1.10245220908,1.00966800584,0.957690593824,1.57063154396,0.695916955654,2.27371504357,1.19362815751,1.08259439231,1.21159641783,1.00169280542,1.29912058709,1.63732913953,1.80549202962,1.01705857792,0.998854290638,0.98368767433,1.45241929849,1.43733156683,1.09613492633,0.981437884891,0.933693711622,1.04681076609,1.41335260817,1.18943921305,1.05885134284,1.02204894747,1.12029768771,1.05607710788,1.05506791697,1.37856200077,1.2747862872,1.40535053733,1.16795395259,118758241.802,1.1981490046,1.25698745306,0.998508832668,1.0141692415,1.7769358632,1.38841892352,1.39723365805,1.03895805606,0.954510007765,1.30274888474,1.13630016035,1.07095772623,1.08141171508,1.22651666577
AOM_v0 | AOM-PLS | ActiveSuperblock-simpls-numpy | ActiveSuperblock-simpls-numpy,1.16853246337,1.28648604959,1.19060347116,1.18852351341,1.38542114112,1.20064756737,1.28594319113,1.17313584924,1.37313086057,1.09371690402,1.01002026607,0.866541231575,1.50726216655,0.69675446331,2.33036760543,1.19362815751,1.06557166812,1.1836723947,1.02464614839,1.33050478079,1.78586926234,1.80089159004,1.00395613536,0.990016156991,0.986877880185,1.52481827071,1.41412987382,1.09819356695,0.985652767874,0.929676737308,1.04627943849,1.41268111642,1.19173284523,1.04882094028,1.01915170893,1.12994802689,1.05149137185,1.06461263326,1.35952839813,1.26620151156,1.40231410637,1.16712420556,61588.1242078,1.21587106401,1.27854126011,1.00124254538,1.01072344492,1.77933590998,1.42682748362,1.39744664279,1.03591354301,0.954382393004,1.29850042145,1.1365802898,1.0690184839,1.09636728756,1.21511181305
AOM_v0 | AOM-PLS | HPO-AOM-compact-numpy | HPO-AOM-compact-numpy,1.32989719281,1.03146452622,0.989327475805,1.18543552169,1.04342646092,1.0649132449,1.12263234661,0.960410933542,1.1324170321,1.08134106637,0.994207381066,0.502903593476,0.994368237467,1.27414163788,2.76507464804,0.585726102335,2.15210001895,1.16685588479,,,1.12949417353,1.66892718309,1.01785953417,1.41986572069,1.21247393035,1.07549003008,1.03864862016,1.00078274888,0.993321193723,0.936843071781,,1.15078716408,1.11146279023,0.997131080584,1.00038060836,0.994921096848,1.0176377371,0.999033923609,1.37422538588,1.0632784657,1.01806764224,1.24441024536,1.00000000428,1.10551720042,1.30819890694,0.972926624791,1.12570697004,1.12817188979,1.52719062869,1.139597277,1.02194397838,1.00275553745,1.06986603498,1.1780798046,1.10679228974,1.10656473742,1.1486815579
