size,added,greedy_spearman,greedy_kendall,greedy_pairwise,greedy_rank_mae,greedy_agg_mae,greedy_composite,subset,boot_spearman_mean,boot_spearman_p05,boot_spearman_p95,boot_kendall_mean,boot_kendall_p05,boot_pairwise_mean,boot_pairwise_p05,boot_pairwise_p95,random_n_trials,random_spearman_mean,random_spearman_p05,random_kendall_mean,random_kendall_p05,random_pairwise_mean,random_pairwise_p05,random_rank_mae_mean
13,WOOD_Density_402_Olale,0.9957895852479399,0.9525042467558265,0.9733021653543307,2.40625,0.06020162448980523,0.9730476765077328,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale,0.9947642061328673,0.9920346538349418,0.9967437887842203,0.9522546838726691,0.9403992240736675,0.9734949146981627,0.9669045275590551,0.9789677657480315,200,0.9477811721319835,0.8459196606311827,0.825073691595242,0.682745216738506,0.9091172490157482,0.8390255905511811,8.1971875
14,Milk_Urea_1224_KS,0.9958067530965673,0.9529970700629049,0.9734251968503937,2.390625,0.05694419453386518,0.9734021715859232,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS,0.9948000989962699,0.9921015677002435,0.9966977097413051,0.9527655482628711,0.9411613604510611,0.9736339402887141,0.9672428641732284,0.9792076771653543,200,0.9537959594728638,0.8861943232997171,0.8347125307955259,0.7346467719475169,0.9140797244094487,0.863361220472441,7.8116015625
15,grapevine_chloride_556_KS,0.9955549579833642,0.952011423448748,0.9726870078740157,2.421875,0.050302104030289715,0.9731164073886605,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS,0.9945449166869829,0.9915914903090699,0.9965602064045816,0.9518494064412522,0.9396372322802987,0.9729728510498686,0.9661478838582678,0.9783526082677165,200,0.9543070168424586,0.8816093714654725,0.8370037967814568,0.7073238971469873,0.9150658218503938,0.8506274606299212,7.6837890625
16,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,0.9959498185017963,0.9525042467558265,0.9717027559055118,2.296875,0.04964539273606207,0.973159758562317,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,0.9949801279125239,0.9925710050630268,0.9968245512870909,0.9526110534309365,0.9421340994489527,0.9720058234908137,0.9662832185039371,0.9777374507874015,200,0.9583507979114384,0.9060210914423599,0.8444426949513373,0.7492732427439677,0.918863188976378,0.8711552657480315,7.358125
17,Corn_Starch_80_ZhengChenPelegYbaseSplit,0.9960928839070254,0.9549683632912185,0.9742864173228346,2.265625,0.055852059778381424,0.974420984758107,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit,0.9951731538583886,0.9928198192112114,0.996988312427669,0.95505206217146,0.944583935207595,0.9745250984251971,0.968873031496063,0.9801919291338582,200,0.9596813059627389,0.899687697605206,0.8494670304849707,0.73943125223286,0.9214929872047244,0.8662893700787401,7.144296875
18,An_spxyG70_30_byCultivar_ASD,0.9961887322993715,0.9566289974071207,0.9746555118110236,2.2109375,0.059234700360150085,0.9748991106671846,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD,0.995299713406591,0.9928819347055865,0.9969638472341961,0.9565439117253243,0.9442513363885617,0.9748293963254594,0.9688668799212599,0.9799458661417323,200,0.9672521261532105,0.9224754473344337,0.8642656101671387,0.7754280142571637,0.9289265501968503,0.8854146161417322,6.5072265625
19,ph_groupSampleID_stratDateVar_balRows,0.9964305182633658,0.9581717147872283,0.9760088582677166,2.140625,0.060840506195375704,0.975784353912061,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows,0.9955410485324334,0.9935562883834738,0.9971935446507775,0.9579734572178078,0.946846668873878,0.9760851377952756,0.9702202263779528,0.9811761811023622,200,0.9683737601866934,0.9221910844051621,0.8677119115362644,0.7825568451207268,0.9307006643700788,0.8881766732283465,6.3607421875
20,ALPINE_P_291_KS,0.9966422550631048,0.9586645380943067,0.9760088582677166,2.0625,0.051625057895573034,0.9764776680390703,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS,0.9957581302594615,0.9936075761559264,0.9974052909952413,0.9585208934509819,0.947195001600893,0.9761310695538057,0.9703494094488189,0.9808193897637796,200,0.9711404009500232,0.9353818064760809,0.8749377914877179,0.7872393505478148,0.9342894931102361,0.8890994094488189,6.03234375
21,LP_spxyG,0.996361846868856,0.9596501847084636,0.9761318897637795,1.984375,0.05452250308027719,0.9765532359352015,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS|LP_spxyG,0.9955206296335625,0.9931348567827502,0.9974090304781331,0.9597308417960293,0.9471565668944057,0.9763873851706036,0.9698572834645669,0.9821604330708661,200,0.9727925409399684,0.9330720802297114,0.8786791499150494,0.8082886892596385,0.9362014025590552,0.901685531496063,5.879453125
22,Rd25_spxy70,0.9964877444254575,0.9586645380943067,0.9769931102362205,2.015625,0.048926145433535934,0.9768460849976642,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS|LP_spxyG|Rd25_spxy70,0.9956222180186319,0.9935282402963638,0.9975090048587274,0.9587175412969215,0.9467355587038878,0.9772182578740158,0.9715797244094488,0.9832738681102362,200,0.9745694123708992,0.9355805108666818,0.8839378419385008,0.8096594693160337,0.9388078248031496,0.9011749507874016,5.675546875
23,Milk_Lactose_1224_KS,0.9964247956471565,0.9584181264407675,0.9769931102362205,2.046875,0.046906095796096364,0.9768479844721543,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS|LP_spxyG|Rd25_spxy70|Milk_Lactose_1224_KS,0.9955439081271459,0.9934396673526875,0.9974653443587054,0.958440830812986,0.9468582701410737,0.9772063648293962,0.9712044783464567,0.9830216535433071,200,0.9752959731642966,0.9370649218692355,0.885766422630355,0.8112917164990289,0.9396751968503938,0.9018208661417323,5.6030859375
24,brix_groupSampleID_stratDateVar_balRows,0.996647977679314,0.9601430080155421,0.9757627952755905,2.0,0.05048686142981563,0.9769065889875748,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS|LP_spxyG|Rd25_spxy70|Milk_Lactose_1224_KS|brix_groupSampleID_stratDateVar_balRows,0.9958300822222228,0.9935715392473425,0.9977257758532692,0.9604055484706437,0.9490585603331102,0.9760875984251967,0.9700971948818898,0.9825418307086614,200,0.9790167688445263,0.9444558245553352,0.8962257437667196,0.827425405897496,0.9449975393700788,0.9102915846456693,5.0870703125
25,LUCAS_SOC_Cropland_8731_NocitaKS,0.9964591313444116,0.9598965963620029,0.9763779527559056,2.015625,0.05622676708008577,0.9766546789191328,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS|LP_spxyG|Rd25_spxy70|Milk_Lactose_1224_KS|brix_groupSampleID_stratDateVar_balRows|LUCAS_SOC_Cropland_8731_NocitaKS,0.9956224493234553,0.9934001050563639,0.9975319824136114,0.9600722669511333,0.9491174496846031,0.9767490977690287,0.9713152066929134,0.9824126476377952,200,0.9782583933316522,0.9553564537605843,0.8940233566116942,0.8385416168256109,0.9439124015748033,0.9159448818897638,5.1814453125
26,Ccar_spxyG_block2deg,0.9969913346518636,0.9623607128973949,0.9788385826771654,1.9375,0.04133001916303511,0.9790898215749618,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS|LP_spxyG|Rd25_spxy70|Milk_Lactose_1224_KS|brix_groupSampleID_stratDateVar_balRows|LUCAS_SOC_Cropland_8731_NocitaKS|Ccar_spxyG_block2deg,0.9962371272352577,0.9945111626837833,0.9979229921719805,0.9627816413482462,0.9518250265794066,0.9792084973753282,0.9737881397637795,0.9847502460629921,200,0.9808102982900134,0.9511865816597863,0.9011131654303258,0.8359990652136939,0.9474827755905512,0.9145054133858268,4.8687109375
27,LMA_spxyG70_30_byCultivar_ASD,0.9974148082513414,0.9648248294327871,0.9800688976377953,1.8125,0.03776171184765096,0.9805459558293287,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS|LP_spxyG|Rd25_spxy70|Milk_Lactose_1224_KS|brix_groupSampleID_stratDateVar_balRows|LUCAS_SOC_Cropland_8731_NocitaKS|Ccar_spxyG_block2deg|LMA_spxyG70_30_byCultivar_ASD,0.9967098464373726,0.9949351627892796,0.9981442646250399,0.9652572332243377,0.9545224218756757,0.98045562664042,0.9750184547244095,0.9856114665354331,200,0.982766412519911,0.9624572597644515,0.9061331952063534,0.8579943552891296,0.9500867372047243,0.9257566437007874,4.6540625
28,An_spxyG70_30_byCultivar_NeoSpectra,0.9975449942813162,0.9669789247361004,0.9805610236220472,1.71875,0.03932564606007902,0.9813136999169667,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS|LP_spxyG|Rd25_spxy70|Milk_Lactose_1224_KS|brix_groupSampleID_stratDateVar_balRows|LUCAS_SOC_Cropland_8731_NocitaKS|Ccar_spxyG_block2deg|LMA_spxyG70_30_byCultivar_ASD|An_spxyG70_30_byCultivar_NeoSpectra,0.9968981394008616,0.9951852325113643,0.998347459874663,0.9675706670406904,0.9571531088548759,0.9809920439632547,0.9756274606299212,0.9864726870078739,200,0.9846289977664497,0.9677810332593222,0.9118090209073435,0.8726689291368179,0.9528549458661416,0.9327878937007874,4.3919921875
29,Biscuit_Fat_40_RandomSplit,0.9974262534837598,0.9665497110075615,0.9795767716535433,1.78125,0.03300395709185222,0.9811582483372427,All_manure_P2O5_SPXY_strat_Manure_type|Fv_Fm_grp70_30|ta_groupSampleID_stratDateVar_balRows|WOOD_N_402_Olale|An_spxyG70_30_byCultivar_MicroNIR|All_manure_CaO_SPXY_strat_Manure_type|DIESEL_bp50_246_b-a|Malaria_Sporozoite_229_Maia|Chla+b_spxyG_block2deg|DIESEL_bp50_246_hla-b|Beef_Marbling_RandomSplit|All_manure_Total_N_SPXY_strat_Manure_type|WOOD_Density_402_Olale|Milk_Urea_1224_KS|grapevine_chloride_556_KS|WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra|Corn_Starch_80_ZhengChenPelegYbaseSplit|An_spxyG70_30_byCultivar_ASD|ph_groupSampleID_stratDateVar_balRows|ALPINE_P_291_KS|LP_spxyG|Rd25_spxy70|Milk_Lactose_1224_KS|brix_groupSampleID_stratDateVar_balRows|LUCAS_SOC_Cropland_8731_NocitaKS|Ccar_spxyG_block2deg|LMA_spxyG70_30_byCultivar_ASD|An_spxyG70_30_byCultivar_NeoSpectra|Biscuit_Fat_40_RandomSplit,0.9967329898385903,0.9951658706435541,0.9980567216921417,0.9665459257759229,0.9562022874328573,0.979853592519685,0.9745263287401575,0.9851193405511811,200,0.9846954861764151,0.9642367355240479,0.9130158595995053,0.8593755789432993,0.9534713336614173,0.9261011318897638,4.331328125
