ID;Rep;Tannin;trait_class;CSplit
108308003000;3;1.348980494;(1,Inf];Train
108308003000;4;1.348980494;(1,Inf];Train
108308003006;1;2.48206815;(1,Inf];Train
108308003006;2;2.48206815;(1,Inf];Train
108308003006;3;2.48206815;(1,Inf];Train
108308003006;4;2.48206815;(1,Inf];Train
108308003014;1;4.803185288;(1,Inf];Train
108308003014;2;4.803185288;(1,Inf];Train
108308003014;3;4.803185288;(1,Inf];Train
108308003014;4;4.803185288;(1,Inf];Train
108308003016;1;0.405523766;[0,1];Train
108308003016;2;0.405523766;[0,1];Train
108308003016;3;0.405523766;[0,1];Train
108308003016;4;0.405523766;[0,1];Train
108308003018;1;0.516160201;[0,1];Train
108308003018;2;0.516160201;[0,1];Train
108308003018;3;0.516160201;[0,1];Train
108308003018;4;0.516160201;[0,1];Train
108308003020;1;0.547383146;[0,1];Train
108308003020;2;0.547383146;[0,1];Train
108308003020;3;0.547383146;[0,1];Train
108308003020;4;0.547383146;[0,1];Train
108308003024;1;3.179733794;(1,Inf];Train
108308003024;2;3.179733794;(1,Inf];Train
108308003024;3;3.179733794;(1,Inf];Train
108308003024;4;3.179733794;(1,Inf];Train
108308003028;1;5.627174066;(1,Inf];Train
108308003028;2;5.627174066;(1,Inf];Train
108308003028;3;5.627174066;(1,Inf];Train
108308003028;4;5.627174066;(1,Inf];Train
108308003032;1;0.235770736;[0,1];Train
108308003032;2;0.235770736;[0,1];Train
108308003032;3;0.235770736;[0,1];Train
108308003032;4;0.235770736;[0,1];Train
108308003044;1;0.217028574;[0,1];Train
108308003044;2;0.217028574;[0,1];Train
108308003044;3;0.217028574;[0,1];Train
108308003044;4;0.217028574;[0,1];Train
108308003048;1;0.597750908;[0,1];Train
108308003048;2;0.597750908;[0,1];Train
108308003048;3;0.597750908;[0,1];Train
108308003048;4;0.597750908;[0,1];Train
108308003050;1;0.515444113;[0,1];Train
108308003050;2;0.515444113;[0,1];Train
108308003050;3;0.515444113;[0,1];Train
108308003050;4;0.515444113;[0,1];Train
108308003052;1;0.287673801;[0,1];Train
108308003052;2;0.287673801;[0,1];Train
108308003052;3;0.287673801;[0,1];Train
108308003052;4;0.287673801;[0,1];Train
108308003054;1;0.338647411;[0,1];Train
108308003054;2;0.338647411;[0,1];Train
108308003054;3;0.338647411;[0,1];Train
108308003054;4;0.338647411;[0,1];Train
108308003056;1;0.182251348;[0,1];Train
108308003056;2;0.182251348;[0,1];Train
108308003056;3;0.182251348;[0,1];Train
108308003056;4;0.182251348;[0,1];Train
108308003062;1;1.191501606;(1,Inf];Train
108308003062;2;1.191501606;(1,Inf];Train
108308003062;3;1.191501606;(1,Inf];Train
108308003062;4;1.191501606;(1,Inf];Train
108308003066;1;0.284640433;[0,1];Train
108308003066;2;0.284640433;[0,1];Train
108308003066;3;0.284640433;[0,1];Train
108308003066;4;0.284640433;[0,1];Train
108308003070;1;4.373361914;(1,Inf];Train
108308003070;2;4.373361914;(1,Inf];Train
108308003070;3;4.373361914;(1,Inf];Train
108308003070;4;4.373361914;(1,Inf];Train
108308003072;1;4.662465029;(1,Inf];Train
108308003072;2;4.662465029;(1,Inf];Train
108308003072;3;4.662465029;(1,Inf];Train
108308003072;4;4.662465029;(1,Inf];Train
108308003078;1;1.471623358;(1,Inf];Train
108308003078;2;1.471623358;(1,Inf];Train
108308003078;3;1.471623358;(1,Inf];Train
108308003078;4;1.471623358;(1,Inf];Train
108308003080;1;6.724810742;(1,Inf];Train
108308003080;2;6.724810742;(1,Inf];Train
108308003080;3;6.724810742;(1,Inf];Train
108308003080;4;6.724810742;(1,Inf];Train
108308003086;1;4.384475305;(1,Inf];Train
108308003086;2;4.384475305;(1,Inf];Train
108308003086;3;4.384475305;(1,Inf];Train
108308003086;4;4.384475305;(1,Inf];Train
108308003090;1;5.919267699;(1,Inf];Train
108308003090;2;5.919267699;(1,Inf];Train
108308003090;3;5.919267699;(1,Inf];Train
108308003090;4;5.919267699;(1,Inf];Train
108308003094;1;3.983519685;(1,Inf];Train
108308003094;2;3.983519685;(1,Inf];Train
108308003094;3;3.983519685;(1,Inf];Train
108308003094;4;3.983519685;(1,Inf];Train
108308003097;1;8.168782;(1,Inf];Train
108308003097;2;8.168782;(1,Inf];Train
108308003097;3;8.168782;(1,Inf];Train
108308003097;4;8.168782;(1,Inf];Train
108308003099;1;5.471143159;(1,Inf];Train
108308003099;2;5.471143159;(1,Inf];Train
108308003099;3;5.471143159;(1,Inf];Train
108308003099;4;5.471143159;(1,Inf];Train
108308003101;1;9.204819274;(1,Inf];Train
108308003101;2;9.204819274;(1,Inf];Train
108308003101;3;9.204819274;(1,Inf];Train
108308003101;4;9.204819274;(1,Inf];Train
108308003105;1;0.150744535;[0,1];Train
108308003105;2;0.150744535;[0,1];Train
108308003105;3;0.150744535;[0,1];Train
108308003105;4;0.150744535;[0,1];Train
108308003115;1;5.215295796;(1,Inf];Train
108308003115;2;5.215295796;(1,Inf];Train
108308003115;3;5.215295796;(1,Inf];Train
108308003115;4;5.215295796;(1,Inf];Train
108308003121;1;8.044410692;(1,Inf];Train
108308003121;2;8.044410692;(1,Inf];Train
108308003121;3;8.044410692;(1,Inf];Train
108308003121;4;8.044410692;(1,Inf];Train
108308003125;1;3.913140159;(1,Inf];Train
108308003125;2;3.913140159;(1,Inf];Train
108308003125;3;3.913140159;(1,Inf];Train
108308003125;4;3.913140159;(1,Inf];Train
108308003129;1;0.570707195;[0,1];Train
108308003129;2;0.570707195;[0,1];Train
108308003129;3;0.570707195;[0,1];Train
108308003129;4;0.570707195;[0,1];Train
108308003131;1;0.507369475;[0,1];Train
108308003131;2;0.507369475;[0,1];Train
108308003131;3;0.507369475;[0,1];Train
108308003131;4;0.507369475;[0,1];Train
108308003133;1;7.224338304;(1,Inf];Train
108308003133;2;7.224338304;(1,Inf];Train
108308003133;3;7.224338304;(1,Inf];Train
108308003133;4;7.224338304;(1,Inf];Train
108308003143;1;7.292671288;(1,Inf];Train
108308003143;2;7.292671288;(1,Inf];Train
108308003143;3;7.292671288;(1,Inf];Train
108308003143;4;7.292671288;(1,Inf];Train
108308003145;1;0.129076818;[0,1];Train
108308003145;2;0.129076818;[0,1];Train
108308003145;3;0.129076818;[0,1];Train
108308003145;4;0.129076818;[0,1];Train
108308003147;1;12.0317216;(1,Inf];Train
108308003147;2;12.0317216;(1,Inf];Train
108308003147;3;12.0317216;(1,Inf];Train
108308003147;4;12.0317216;(1,Inf];Train
108308003151;1;0.438664558;[0,1];Train
108308003151;2;0.438664558;[0,1];Train
108308003151;3;0.438664558;[0,1];Train
108308003151;4;0.438664558;[0,1];Train
108308003153;1;6.280731107;(1,Inf];Train
108308003153;2;6.280731107;(1,Inf];Train
108308003153;3;6.280731107;(1,Inf];Train
108308003153;4;6.280731107;(1,Inf];Train
108308003159;1;4.901508956;(1,Inf];Train
108308003159;2;4.901508956;(1,Inf];Train
108308003159;3;4.901508956;(1,Inf];Train
108308003159;4;4.901508956;(1,Inf];Train
108308003163;1;3.246339929;(1,Inf];Train
108308003163;2;3.246339929;(1,Inf];Train
108308003163;3;3.246339929;(1,Inf];Train
108308003163;4;3.246339929;(1,Inf];Train
108308003165;1;0.149439391;[0,1];Train
108308003165;2;0.149439391;[0,1];Train
108308003165;3;0.149439391;[0,1];Train
108308003165;4;0.149439391;[0,1];Train
108308003177;1;0.103592622;[0,1];Train
108308003177;2;0.103592622;[0,1];Train
108308003177;3;0.103592622;[0,1];Train
108308003177;4;0.103592622;[0,1];Train
108308003179;1;0.682026359;[0,1];Train
108308003179;2;0.682026359;[0,1];Train
108308003179;3;0.682026359;[0,1];Train
108308003179;4;0.682026359;[0,1];Train
108308003181;1;1.329765316;(1,Inf];Train
108308003181;2;1.329765316;(1,Inf];Train
108308003181;3;1.329765316;(1,Inf];Train
108308003181;4;1.329765316;(1,Inf];Train
108308003183;1;21.12931513;(1,Inf];Train
108308003183;2;21.12931513;(1,Inf];Train
108308003183;3;21.12931513;(1,Inf];Train
108308003183;4;21.12931513;(1,Inf];Train
108308003187;1;12.18235421;(1,Inf];Train
108308003187;2;12.18235421;(1,Inf];Train
108308003187;3;12.18235421;(1,Inf];Train
108308003187;4;12.18235421;(1,Inf];Train
108308003209;1;6.719385791;(1,Inf];Train
108308003209;2;6.719385791;(1,Inf];Train
108308003209;3;6.719385791;(1,Inf];Train
108308003209;4;6.719385791;(1,Inf];Train
108308003211;1;2.794119541;(1,Inf];Train
108308003211;2;2.794119541;(1,Inf];Train
108308003211;3;2.794119541;(1,Inf];Train
108308003211;4;2.794119541;(1,Inf];Train
108308003217;1;5.459126823;(1,Inf];Train
108308003217;2;5.459126823;(1,Inf];Train
108308003217;3;5.459126823;(1,Inf];Train
108308003217;4;5.459126823;(1,Inf];Train
108308003223;1;5.246735917;(1,Inf];Train
108308003223;2;5.246735917;(1,Inf];Train
108308003223;3;5.246735917;(1,Inf];Train
108308003223;4;5.246735917;(1,Inf];Train
108308003227;1;0.347600319;[0,1];Train
108308003227;2;0.347600319;[0,1];Train
108308003227;3;0.347600319;[0,1];Train
108308003227;4;0.347600319;[0,1];Train
108308003237;1;3.631763075;(1,Inf];Train
108308003237;2;3.631763075;(1,Inf];Train
108308003237;3;3.631763075;(1,Inf];Train
108308003237;4;3.631763075;(1,Inf];Train
108308003239;1;1.611885543;(1,Inf];Train
108308003239;2;1.611885543;(1,Inf];Train
108308003239;3;1.611885543;(1,Inf];Train
108308003239;4;1.611885543;(1,Inf];Train
108308003245;1;2.380323014;(1,Inf];Train
108308003245;2;2.380323014;(1,Inf];Train
108308003245;3;2.380323014;(1,Inf];Train
108308003245;4;2.380323014;(1,Inf];Train
108308003251;1;1.514192735;(1,Inf];Train
108308003251;2;1.514192735;(1,Inf];Train
108308003251;3;1.514192735;(1,Inf];Train
108308003251;4;1.514192735;(1,Inf];Train
108308003255;1;0.187155797;[0,1];Train
108308003255;2;0.187155797;[0,1];Train
108308003255;3;0.187155797;[0,1];Train
108308003255;4;0.187155797;[0,1];Train
108308003263;1;0.349931758;[0,1];Train
108308003263;2;0.349931758;[0,1];Train
108308003263;3;0.349931758;[0,1];Train
108308003263;4;0.349931758;[0,1];Train
108308003267;1;0.149898171;[0,1];Train
108308003267;2;0.149898171;[0,1];Train
108308003267;3;0.149898171;[0,1];Train
108308003267;4;0.149898171;[0,1];Train
108308003269;1;0.28013064;[0,1];Train
108308003269;2;0.28013064;[0,1];Train
108308003269;3;0.28013064;[0,1];Train
108308003269;4;0.28013064;[0,1];Train
108308003279;1;5.280602114;(1,Inf];Train
108308003279;2;5.280602114;(1,Inf];Train
108308003279;3;5.280602114;(1,Inf];Train
108308003279;4;5.280602114;(1,Inf];Train
108308003283;1;1.252619394;(1,Inf];Train
108308003283;2;1.252619394;(1,Inf];Train
108308003283;3;1.252619394;(1,Inf];Train
108308003283;4;1.252619394;(1,Inf];Train
108308003285;1;0.27867923;[0,1];Train
108308003285;2;0.27867923;[0,1];Train
108308003285;3;0.27867923;[0,1];Train
108308003285;4;0.27867923;[0,1];Train
108308003287;1;0.146108861;[0,1];Train
108308003287;2;0.146108861;[0,1];Train
108308003287;3;0.146108861;[0,1];Train
108308003287;4;0.146108861;[0,1];Train
108308003291;1;0.126086859;[0,1];Train
108308003291;2;0.126086859;[0,1];Train
108308003291;3;0.126086859;[0,1];Train
108308003291;4;0.126086859;[0,1];Train
108308003295;1;3.990265012;(1,Inf];Train
108308003295;2;3.990265012;(1,Inf];Train
108308003295;3;3.990265012;(1,Inf];Train
108308003295;4;3.990265012;(1,Inf];Train
108308003301;1;4.701442235;(1,Inf];Train
108308003301;2;4.701442235;(1,Inf];Train
108308003301;3;4.701442235;(1,Inf];Train
108308003301;4;4.701442235;(1,Inf];Train
108308003305;1;1.05961583;(1,Inf];Train
108308003305;2;1.05961583;(1,Inf];Train
108308003305;3;1.05961583;(1,Inf];Train
108308003305;4;1.05961583;(1,Inf];Train
108308003309;1;2.16506699;(1,Inf];Train
108308003309;2;2.16506699;(1,Inf];Train
108308003309;3;2.16506699;(1,Inf];Train
108308003309;4;2.16506699;(1,Inf];Train
108308003315;1;2.039741211;(1,Inf];Train
108308003315;2;2.039741211;(1,Inf];Train
108308003315;3;2.039741211;(1,Inf];Train
108308003315;4;2.039741211;(1,Inf];Train
108308003327;1;0.149910269;[0,1];Train
108308003327;2;0.149910269;[0,1];Train
108308003327;3;0.149910269;[0,1];Train
108308003327;4;0.149910269;[0,1];Train
108308003329;1;0.131788925;[0,1];Train
108308003329;2;0.131788925;[0,1];Train
108308003329;3;0.131788925;[0,1];Train
108308003329;4;0.131788925;[0,1];Train
108308003343;1;0.10157334;[0,1];Train
108308003343;2;0.10157334;[0,1];Train
108308003343;3;0.10157334;[0,1];Train
108308003343;4;0.10157334;[0,1];Train
108308003345;1;2.348282136;(1,Inf];Train
108308003345;2;2.348282136;(1,Inf];Train
108308003345;3;2.348282136;(1,Inf];Train
108308003345;4;2.348282136;(1,Inf];Train
108308003347;1;2.885890226;(1,Inf];Train
108308003347;2;2.885890226;(1,Inf];Train
108308003347;3;2.885890226;(1,Inf];Train
108308003347;4;2.885890226;(1,Inf];Train
108308003355;1;0.112919978;[0,1];Train
108308003355;2;0.112919978;[0,1];Train
108308003355;3;0.112919978;[0,1];Train
108308003355;4;0.112919978;[0,1];Train
108308003357;1;8.242575604;(1,Inf];Train
108308003357;2;8.242575604;(1,Inf];Train
108308003357;3;8.242575604;(1,Inf];Train
108308003357;4;8.242575604;(1,Inf];Train
108308003373;1;7.3490414;(1,Inf];Train
108308003373;2;7.3490414;(1,Inf];Train
108308003373;3;7.3490414;(1,Inf];Train
108308003373;4;7.3490414;(1,Inf];Train
108308003379;1;4.584643566;(1,Inf];Train
108308003379;2;4.584643566;(1,Inf];Train
108308003379;3;4.584643566;(1,Inf];Train
108308003379;4;4.584643566;(1,Inf];Train
108308003383;1;0.071003436;[0,1];Train
108308003383;2;0.071003436;[0,1];Train
108308003383;3;0.071003436;[0,1];Train
108308003383;4;0.071003436;[0,1];Train
108308003389;1;0.065253167;[0,1];Train
108308003389;2;0.065253167;[0,1];Train
108308003389;3;0.065253167;[0,1];Train
108308003389;4;0.065253167;[0,1];Train
108308003391;1;5.924435385;(1,Inf];Train
108308003391;2;5.924435385;(1,Inf];Train
108308003391;3;5.924435385;(1,Inf];Train
108308003391;4;5.924435385;(1,Inf];Train
108308003393;1;0.095283465;[0,1];Train
108308003393;2;0.095283465;[0,1];Train
108308003393;3;0.095283465;[0,1];Train
108308003393;4;0.095283465;[0,1];Train
108308003397;1;0.209701922;[0,1];Train
108308003397;2;0.209701922;[0,1];Train
108308003397;3;0.209701922;[0,1];Train
108308003397;4;0.209701922;[0,1];Train
108308003419;1;3.174061369;(1,Inf];Train
108308003419;2;3.174061369;(1,Inf];Train
108308003419;3;3.174061369;(1,Inf];Train
108308003419;4;3.174061369;(1,Inf];Train
108308003425;1;2.972544601;(1,Inf];Train
108308003425;2;2.972544601;(1,Inf];Train
108308003425;3;2.972544601;(1,Inf];Train
108308003425;4;2.972544601;(1,Inf];Train
108308003433;1;7.247175867;(1,Inf];Train
108308003433;2;7.247175867;(1,Inf];Train
108308003433;3;7.247175867;(1,Inf];Train
108308003433;4;7.247175867;(1,Inf];Train
108308003435;1;0.23196511;[0,1];Train
108308003435;2;0.23196511;[0,1];Train
108308003435;3;0.23196511;[0,1];Train
108308003435;4;0.23196511;[0,1];Train
108308003437;1;0.779331491;[0,1];Train
108308003437;2;0.779331491;[0,1];Train
108308003437;3;0.779331491;[0,1];Train
108308003437;4;0.779331491;[0,1];Train
108308003463;1;7.969271466;(1,Inf];Train
108308003463;2;7.969271466;(1,Inf];Train
108308003463;3;7.969271466;(1,Inf];Train
108308003463;4;7.969271466;(1,Inf];Train
108308003465;1;0.1167871;[0,1];Train
108308003465;2;0.1167871;[0,1];Train
108308003465;3;0.1167871;[0,1];Train
108308003465;4;0.1167871;[0,1];Train
108308003475;1;1.309125534;(1,Inf];Train
108308003475;2;1.309125534;(1,Inf];Train
108308003475;3;1.309125534;(1,Inf];Train
108308003475;4;1.309125534;(1,Inf];Train
108308003477;1;0.413880914;[0,1];Train
108308003477;2;0.413880914;[0,1];Train
108308003477;3;0.413880914;[0,1];Train
108308003477;4;0.413880914;[0,1];Train
108308003487;1;0.359602584;[0,1];Train
108308003487;2;0.359602584;[0,1];Train
108308003487;3;0.359602584;[0,1];Train
108308003487;4;0.359602584;[0,1];Train
108308003489;1;2.952563803;(1,Inf];Train
108308003489;2;2.952563803;(1,Inf];Train
108308003489;3;2.952563803;(1,Inf];Train
108308003489;4;2.952563803;(1,Inf];Train
108308003493;1;3.512577929;(1,Inf];Train
108308003493;2;3.512577929;(1,Inf];Train
108308003493;3;3.512577929;(1,Inf];Train
108308003493;4;3.512577929;(1,Inf];Train
108308003495;1;1.816202505;(1,Inf];Train
108308003495;2;1.816202505;(1,Inf];Train
108308003495;3;1.816202505;(1,Inf];Train
108308003495;4;1.816202505;(1,Inf];Train
108308003497;1;0.54747404;[0,1];Train
108308003497;2;0.54747404;[0,1];Train
108308003497;3;0.54747404;[0,1];Train
108308003497;4;0.54747404;[0,1];Train
108308003499;1;1.465614015;(1,Inf];Train
108308003499;2;1.465614015;(1,Inf];Train
108308003499;3;1.465614015;(1,Inf];Train
108308003499;4;1.465614015;(1,Inf];Train
108308003501;1;0.284887309;[0,1];Train
108308003501;2;0.284887309;[0,1];Train
108308003501;3;0.284887309;[0,1];Train
108308003501;4;0.284887309;[0,1];Train
108308003505;1;0.433573364;[0,1];Train
108308003505;2;0.433573364;[0,1];Train
108308003505;3;0.433573364;[0,1];Train
108308003505;4;0.433573364;[0,1];Train
108308003517;1;6.317399708;(1,Inf];Train
108308003517;2;6.317399708;(1,Inf];Train
108308003517;3;6.317399708;(1,Inf];Train
108308003517;4;6.317399708;(1,Inf];Train
108308003519;1;0.76204688;[0,1];Train
108308003519;2;0.76204688;[0,1];Train
108308003519;3;0.76204688;[0,1];Train
108308003519;4;0.76204688;[0,1];Train
108308003523;1;3.996002537;(1,Inf];Train
108308003523;2;3.996002537;(1,Inf];Train
108308003523;3;3.996002537;(1,Inf];Train
108308003523;4;3.996002537;(1,Inf];Train
108308003531;1;0.259892491;[0,1];Train
108308003531;2;0.259892491;[0,1];Train
108308003531;3;0.259892491;[0,1];Train
108308003531;4;0.259892491;[0,1];Train
108308003537;1;0.34346355;[0,1];Train
108308003537;2;0.34346355;[0,1];Train
108308003537;3;0.34346355;[0,1];Train
108308003537;4;0.34346355;[0,1];Train
108308003545;1;10.6249047;(1,Inf];Train
108308003545;2;10.6249047;(1,Inf];Train
108308003545;3;10.6249047;(1,Inf];Train
108308003545;4;10.6249047;(1,Inf];Train
108308003547;1;0.611937124;[0,1];Train
108308003547;2;0.611937124;[0,1];Train
108308003547;3;0.611937124;[0,1];Train
108308003547;4;0.611937124;[0,1];Train
108308003549;1;7.974419605;(1,Inf];Train
108308003549;2;7.974419605;(1,Inf];Train
108308003549;3;7.974419605;(1,Inf];Train
108308003549;4;7.974419605;(1,Inf];Train
108308003559;1;0.574557363;[0,1];Train
108308003559;2;0.574557363;[0,1];Train
108308003559;3;0.574557363;[0,1];Train
108308003559;4;0.574557363;[0,1];Train
108308003563;1;0.538122377;[0,1];Train
108308003563;2;0.538122377;[0,1];Train
108308003563;3;0.538122377;[0,1];Train
108308003563;4;0.538122377;[0,1];Train
108308003565;1;7.953895644;(1,Inf];Train
108308003565;2;7.953895644;(1,Inf];Train
108308003565;3;7.953895644;(1,Inf];Train
108308003565;4;7.953895644;(1,Inf];Train
108308003573;1;6.811591759;(1,Inf];Train
108308003573;2;6.811591759;(1,Inf];Train
108308003573;3;6.811591759;(1,Inf];Train
108308003573;4;6.811591759;(1,Inf];Train
108308003579;1;0.371267322;[0,1];Train
108308003579;2;0.371267322;[0,1];Train
108308003579;3;0.371267322;[0,1];Train
108308003579;4;0.371267322;[0,1];Train
108308003581;1;0.698812522;[0,1];Train
108308003581;2;0.698812522;[0,1];Train
108308003581;3;0.698812522;[0,1];Train
108308003581;4;0.698812522;[0,1];Train
108308003593;1;11.8433793;(1,Inf];Train
108308003593;2;11.8433793;(1,Inf];Train
108308003593;3;11.8433793;(1,Inf];Train
108308003593;4;11.8433793;(1,Inf];Train
108308003609;1;0.4317378;[0,1];Train
108308003609;2;0.4317378;[0,1];Train
108308003609;3;0.4317378;[0,1];Train
108308003609;4;0.4317378;[0,1];Train
108308003613;1;3.936299033;(1,Inf];Train
108308003613;2;3.936299033;(1,Inf];Train
108308003613;3;3.936299033;(1,Inf];Train
108308003613;4;3.936299033;(1,Inf];Train
108308003617;1;6.120524632;(1,Inf];Train
108308003617;2;6.120524632;(1,Inf];Train
108308003617;3;6.120524632;(1,Inf];Train
108308003617;4;6.120524632;(1,Inf];Train
108308003619;1;3.555165764;(1,Inf];Train
108308003619;2;3.555165764;(1,Inf];Train
108308003619;3;3.555165764;(1,Inf];Train
108308003619;4;3.555165764;(1,Inf];Train
108308003623;1;0.413528149;[0,1];Train
108308003623;2;0.413528149;[0,1];Train
108308003623;3;0.413528149;[0,1];Train
108308003623;4;0.413528149;[0,1];Train
108308003639;1;0.237176371;[0,1];Train
108308003639;2;0.237176371;[0,1];Train
108308003639;3;0.237176371;[0,1];Train
108308003639;4;0.237176371;[0,1];Train
