ID;Rep;Hardness;trait_class;CSplit
108308003181;4;50.28659515;(30,52];Train
108308003191;1;62.93351616;(52,82];Train
108308003191;2;62.93351616;(52,82];Train
108308003191;3;62.93351616;(52,82];Train
108308003191;4;62.93351616;(52,82];Train
108308003209;1;75.09307003;(52,82];Train
108308003209;2;75.09307003;(52,82];Train
108308003209;3;75.09307003;(52,82];Train
108308003209;4;75.09307003;(52,82];Train
108308003241;1;64.42831914;(52,82];Train
108308003241;2;64.42831914;(52,82];Train
108308003241;3;64.42831914;(52,82];Train
108308003241;4;64.42831914;(52,82];Train
108308003245;1;50.6049478;(30,52];Train
108308003245;2;50.6049478;(30,52];Train
108308003245;3;50.6049478;(30,52];Train
108308003245;4;50.6049478;(30,52];Train
108308003254;1;88.70206077;(82, Inf];Train
108308003254;2;88.70206077;(82, Inf];Train
108308003254;3;88.70206077;(82, Inf];Train
108308003254;4;88.70206077;(82, Inf];Train
108308003264;1;65.17920571;(52,82];Train
108308003264;2;65.17920571;(52,82];Train
108308003264;3;65.17920571;(52,82];Train
108308003264;4;65.17920571;(52,82];Train
108308003278;1;85.45956517;(82, Inf];Train
108308003278;2;85.45956517;(82, Inf];Train
108308003278;3;85.45956517;(82, Inf];Train
108308003278;4;85.45956517;(82, Inf];Train
108308003283;1;67.65591738;(52,82];Train
108308003283;2;67.65591738;(52,82];Train
108308003283;3;67.65591738;(52,82];Train
108308003283;4;67.65591738;(52,82];Train
108308003290;1;75.37372135;(52,82];Train
108308003290;2;75.37372135;(52,82];Train
108308003290;3;75.37372135;(52,82];Train
108308003290;4;75.37372135;(52,82];Train
108308003292;1;73.21366413;(52,82];Train
108308003292;2;73.21366413;(52,82];Train
108308003292;3;73.21366413;(52,82];Train
108308003292;4;73.21366413;(52,82];Train
108308003296;1;63.68709968;(52,82];Train
108308003296;2;63.68709968;(52,82];Train
108308003296;3;63.68709968;(52,82];Train
108308003296;4;63.68709968;(52,82];Train
108308003306;1;72.03969635;(52,82];Train
108308003306;2;72.03969635;(52,82];Train
108308003306;3;72.03969635;(52,82];Train
108308003306;4;72.03969635;(52,82];Train
108308003307;1;100.1942514;(82, Inf];Train
108308003307;2;100.1942514;(82, Inf];Train
108308003307;3;100.1942514;(82, Inf];Train
108308003307;4;100.1942514;(82, Inf];Train
108308003316;1;43.57344289;(30,52];Train
108308003316;2;43.57344289;(30,52];Train
108308003316;3;43.57344289;(30,52];Train
108308003316;4;43.57344289;(30,52];Train
108308003319;1;86.91696762;(82, Inf];Train
108308003319;2;86.91696762;(82, Inf];Train
108308003319;3;86.91696762;(82, Inf];Train
108308003319;4;86.91696762;(82, Inf];Train
108308003322;1;60.83922046;(52,82];Train
108308003322;2;60.83922046;(52,82];Train
108308003322;3;60.83922046;(52,82];Train
108308003322;4;60.83922046;(52,82];Train
108308003323;1;70.43616139;(52,82];Train
108308003323;2;70.43616139;(52,82];Train
108308003323;3;70.43616139;(52,82];Train
108308003323;4;70.43616139;(52,82];Train
108308003334;1;88.65287807;(82, Inf];Train
108308003334;2;88.65287807;(82, Inf];Train
108308003334;3;88.65287807;(82, Inf];Train
108308003334;4;88.65287807;(82, Inf];Train
108308003337;1;73.69770882;(52,82];Train
108308003337;2;73.69770882;(52,82];Train
108308003337;3;73.69770882;(52,82];Train
108308003337;4;73.69770882;(52,82];Train
108308003347;1;56.22630254;(52,82];Train
108308003347;2;56.22630254;(52,82];Train
108308003347;3;56.22630254;(52,82];Train
108308003347;4;56.22630254;(52,82];Train
108308003351;1;43.6742135;(30,52];Train
108308003351;2;43.6742135;(30,52];Train
108308003351;3;43.6742135;(30,52];Train
108308003351;4;43.6742135;(30,52];Train
108308003354;1;27.56341532;[-Inf,30];Train
108308003354;2;27.56341532;[-Inf,30];Train
108308003354;3;27.56341532;[-Inf,30];Train
108308003354;4;27.56341532;[-Inf,30];Train
108308003364;1;48.42861968;(30,52];Train
108308003364;2;48.42861968;(30,52];Train
108308003364;3;48.42861968;(30,52];Train
108308003364;4;48.42861968;(30,52];Train
108308003369;1;62.66824877;(52,82];Train
108308003369;2;62.66824877;(52,82];Train
108308003369;3;62.66824877;(52,82];Train
108308003369;4;62.66824877;(52,82];Train
108308003396;1;80.22109894;(52,82];Train
108308003396;2;80.22109894;(52,82];Train
108308003396;3;80.22109894;(52,82];Train
108308003396;4;80.22109894;(52,82];Train
108308003415;1;84.37851166;(82, Inf];Train
108308003415;2;84.37851166;(82, Inf];Train
108308003415;3;84.37851166;(82, Inf];Train
108308003415;4;84.37851166;(82, Inf];Train
108308003425;1;22.00875783;[-Inf,30];Train
108308003425;2;22.00875783;[-Inf,30];Train
108308003425;3;22.00875783;[-Inf,30];Train
108308003425;4;22.00875783;[-Inf,30];Train
108308003433;1;48.86764059;(30,52];Train
108308003433;2;48.86764059;(30,52];Train
108308003433;3;48.86764059;(30,52];Train
108308003433;4;48.86764059;(30,52];Train
108308003435;1;41.11569499;(30,52];Train
108308003435;2;41.11569499;(30,52];Train
108308003435;3;41.11569499;(30,52];Train
108308003435;4;41.11569499;(30,52];Train
108308003440;1;68.81326148;(52,82];Train
108308003440;2;68.81326148;(52,82];Train
108308003440;3;68.81326148;(52,82];Train
108308003440;4;68.81326148;(52,82];Train
108308003474;1;88.86595203;(82, Inf];Train
108308003474;2;88.86595203;(82, Inf];Train
108308003474;3;88.86595203;(82, Inf];Train
108308003474;4;88.86595203;(82, Inf];Train
108308003485;1;86.84431099;(82, Inf];Train
108308003485;2;86.84431099;(82, Inf];Train
108308003485;3;86.84431099;(82, Inf];Train
108308003485;4;86.84431099;(82, Inf];Train
108308003487;1;90.25047077;(82, Inf];Train
108308003487;2;90.25047077;(82, Inf];Train
108308003487;3;90.25047077;(82, Inf];Train
108308003487;4;90.25047077;(82, Inf];Train
108308003494;1;56.77533407;(52,82];Train
108308003494;2;56.77533407;(52,82];Train
108308003494;3;56.77533407;(52,82];Train
108308003494;4;56.77533407;(52,82];Train
108308003548;1;72.27660187;(52,82];Train
108308003548;2;72.27660187;(52,82];Train
108308003548;3;72.27660187;(52,82];Train
108308003548;4;72.27660187;(52,82];Train
108308003549;1;78.22600686;(52,82];Train
108308003549;2;78.22600686;(52,82];Train
108308003549;3;78.22600686;(52,82];Train
108308003549;4;78.22600686;(52,82];Train
108308003556;1;61.64722581;(52,82];Train
108308003556;2;61.64722581;(52,82];Train
108308003556;3;61.64722581;(52,82];Train
108308003556;4;61.64722581;(52,82];Train
108308003575;1;49.9898977;(30,52];Train
108308003575;2;49.9898977;(30,52];Train
108308003575;3;49.9898977;(30,52];Train
108308003575;4;49.9898977;(30,52];Train
108308003594;1;52.80866541;(52,82];Train
108308003594;2;52.80866541;(52,82];Train
108308003594;3;52.80866541;(52,82];Train
108308003594;4;52.80866541;(52,82];Train
108308003626;1;72.15483524;(52,82];Train
108308003626;2;72.15483524;(52,82];Train
108308003626;3;72.15483524;(52,82];Train
108308003626;4;72.15483524;(52,82];Train
108308005433;1;75.6690691;(52,82];Train
108308005433;2;75.6690691;(52,82];Train
108308005433;3;75.6690691;(52,82];Train
108308005433;4;75.6690691;(52,82];Train
108308005436;1;45.97389305;(30,52];Train
108308005436;2;45.97389305;(30,52];Train
108308005436;3;45.97389305;(30,52];Train
108308005436;4;45.97389305;(30,52];Train
108308005436;5;45.97389305;(30,52];Train
108308005436;6;45.97389305;(30,52];Train
108308005436;7;45.97389305;(30,52];Train
108308005436;8;45.97389305;(30,52];Train
108308005437;1;70.81318855;(52,82];Train
108308005437;2;70.81318855;(52,82];Train
108308005437;3;70.81318855;(52,82];Train
108308005437;4;70.81318855;(52,82];Train
108308005439;1;19.79347865;[-Inf,30];Train
108308005439;2;19.79347865;[-Inf,30];Train
108308005439;3;19.79347865;[-Inf,30];Train
108308005439;4;19.79347865;[-Inf,30];Train
108308005440;1;18.47584146;[-Inf,30];Train
108308005440;2;18.47584146;[-Inf,30];Train
108308005440;3;18.47584146;[-Inf,30];Train
108308005440;4;18.47584146;[-Inf,30];Train
108308005441;1;95.51977124;(82, Inf];Train
108308005441;2;95.51977124;(82, Inf];Train
108308005441;3;95.51977124;(82, Inf];Train
108308005441;4;95.51977124;(82, Inf];Train
108308005442;1;99.00184098;(82, Inf];Train
108308005442;2;99.00184098;(82, Inf];Train
108308005442;3;99.00184098;(82, Inf];Train
108308005442;4;99.00184098;(82, Inf];Train
