0.546279;0.544573;0.543054;0.537375;0.538851;0.541895;0.533490;0.530878;0.533332;0.528590;0.527141;0.526235;0.528553;0.526463;0.525561;0.520309;0.524349;0.521976;0.515738;0.514211
0.553381;0.554240;0.550654;0.546900;0.547598;0.544500;0.543438;0.538719;0.540234;0.538012;0.535764;0.528413;0.524682;0.530077;0.525341;0.528057;0.524417;0.521397;0.521236;0.518601
0.650557;0.641159;0.642582;0.634345;0.629740;0.627123;0.615209;0.613285;0.605220;0.600806;0.594909;0.595379;0.587104;0.576403;0.572879;0.570970;0.561757;0.562863;0.563678;0.555153
0.603223;0.593541;0.592966;0.588503;0.582894;0.581661;0.577732;0.574578;0.571690;0.570959;0.565679;0.560852;0.557846;0.557637;0.553920;0.550832;0.544386;0.544730;0.538078;0.540005
0.570338;0.567992;0.568756;0.559526;0.558618;0.558047;0.549161;0.550098;0.547187;0.543876;0.538038;0.540343;0.537735;0.539055;0.534158;0.530636;0.530552;0.530347;0.524568;0.524801
0.520381;0.514284;0.516149;0.515503;0.514530;0.512712;0.511640;0.510120;0.511233;0.511786;0.511330;0.499451;0.507571;0.509650;0.507308;0.508596;0.509814;0.506657;0.504264;0.500966
0.613048;0.613438;0.603002;0.605757;0.598031;0.596599;0.596114;0.587843;0.582128;0.582563;0.576159;0.570313;0.573037;0.569408;0.564305;0.557820;0.556940;0.554500;0.550361;0.550674
0.537333;0.543470;0.545422;0.540130;0.532876;0.537550;0.529337;0.533485;0.533245;0.525230;0.531689;0.524904;0.519484;0.521545;0.520534;0.522555;0.520540;0.517204;0.521031;0.513638
0.556115;0.550084;0.550486;0.543836;0.545564;0.540618;0.531995;0.533943;0.531303;0.530396;0.523605;0.520713;0.524739;0.520378;0.513386;0.515050;0.513308;0.511084;0.509553;0.507629
0.509260;0.512618;0.507632;0.507587;0.508939;0.501891;0.504572;0.500584;0.504119;0.500622;0.503644;0.502194;0.499660;0.502434;0.501994;0.501775;0.500543;0.503650;0.499851;0.498824
0.626381;0.627473;0.619254;0.617007;0.611610;0.605018;0.605013;0.596824;0.596073;0.589916;0.586794;0.581697;0.580076;0.574429;0.572933;0.566053;0.563164;0.557274;0.560138;0.550585
0.524675;0.522304;0.522046;0.520154;0.519460;0.517635;0.516199;0.518636;0.513777;0.513996;0.506436;0.512991;0.508932;0.510766;0.509024;0.510189;0.508714;0.504572;0.506797;0.508011
0.605889;0.598333;0.596999;0.591701;0.583735;0.578081;0.578174;0.575009;0.569594;0.567470;0.559975;0.562637;0.559008;0.557663;0.551920;0.547353;0.550688;0.541850;0.542806;0.535781
0.533780;0.537370;0.531757;0.531344;0.531809;0.529770;0.526765;0.523985;0.530388;0.522168;0.522716;0.523782;0.517239;0.516499;0.512691;0.519826;0.515108;0.516896;0.515126;0.516120
0.682410;0.676727;0.676580;0.668436;0.657919;0.655294;0.646776;0.638454;0.638070;0.628330;0.621512;0.619903;0.607076;0.603642;0.603308;0.596164;0.589086;0.583642;0.581075;0.573755
0.704029;0.695728;0.683446;0.682492;0.679666;0.669484;0.663171;0.653155;0.649154;0.639862;0.632875;0.627019;0.620044;0.607533;0.611058;0.600703;0.596497;0.591381;0.586338;0.577138
0.543629;0.539273;0.533774;0.541393;0.537693;0.538719;0.533253;0.533426;0.534780;0.534633;0.530716;0.528597;0.526169;0.523581;0.520634;0.526907;0.519531;0.518106;0.521651;0.520287
0.563165;0.555465;0.554402;0.549206;0.552439;0.545117;0.548500;0.542046;0.543186;0.537196;0.534408;0.533827;0.533438;0.532036;0.527436;0.530543;0.525219;0.521948;0.520534;0.519287
0.543117;0.542593;0.537275;0.532751;0.532806;0.537055;0.536277;0.531183;0.527291;0.526544;0.527219;0.529379;0.519913;0.525592;0.524950;0.521986;0.522145;0.516303;0.519248;0.518942
0.529283;0.534755;0.527916;0.529064;0.525794;0.522696;0.522082;0.519641;0.520677;0.518824;0.519776;0.522012;0.514536;0.520519;0.511543;0.511411;0.516067;0.509210;0.510159;0.511827
0.699146;0.689360;0.674487;0.673563;0.660337;0.662948;0.659870;0.646572;0.636344;0.635169;0.629191;0.620371;0.615290;0.609927;0.603080;0.601279;0.592636;0.586422;0.582604;0.576829
0.634709;0.631210;0.618709;0.617990;0.614796;0.609256;0.603546;0.599655;0.597105;0.590591;0.585392;0.579745;0.573772;0.570143;0.571403;0.562373;0.559164;0.553122;0.553919;0.549760
0.520926;0.522675;0.520453;0.517276;0.515798;0.518215;0.517659;0.517218;0.513869;0.510498;0.513196;0.510788;0.505881;0.510259;0.509400;0.508494;0.508253;0.506297;0.502790;0.501531
0.617766;0.612183;0.608673;0.605852;0.599092;0.598778;0.597333;0.591503;0.592046;0.583475;0.583528;0.577538;0.574703;0.574522;0.567065;0.558723;0.561835;0.558211;0.554130;0.554038
0.579739;0.576031;0.571636;0.564950;0.565880;0.558314;0.560814;0.553584;0.555645;0.553232;0.549252;0.544868;0.548711;0.542507;0.538575;0.537231;0.536807;0.532909;0.529184;0.534052
0.672856;0.669027;0.660991;0.657721;0.648247;0.643165;0.634670;0.628470;0.627129;0.621041;0.608771;0.604539;0.595209;0.591726;0.586721;0.584600;0.572089;0.571056;0.566161;0.564194
0.626921;0.620724;0.613564;0.609653;0.604217;0.603579;0.597783;0.587040;0.586260;0.583127;0.573035;0.570097;0.568728;0.568776;0.560051;0.560363;0.555474;0.553131;0.543511;0.539860
0.539408;0.536836;0.532636;0.528080;0.528822;0.524598;0.525789;0.529787;0.527150;0.523887;0.519795;0.524933;0.518926;0.519543;0.515202;0.515236;0.515878;0.513139;0.512449;0.511573
0.518831;0.522592;0.519082;0.516339;0.516874;0.514525;0.510042;0.507277;0.511363;0.510955;0.503408;0.504450;0.504991;0.504963;0.498492;0.496338;0.501745;0.497038;0.495010;0.495048
0.785732;0.775449;0.766378;0.760671;0.747567;0.735340;0.729157;0.715416;0.708333;0.701668;0.684450;0.676538;0.667265;0.660092;0.650988;0.640976;0.634447;0.626092;0.621126;0.614842
0.558856;0.559950;0.557862;0.552953;0.555570;0.551421;0.547943;0.549839;0.546204;0.540165;0.541612;0.538010;0.539088;0.534895;0.536703;0.535357;0.530246;0.527794;0.527843;0.527518
0.559918;0.552779;0.545381;0.551475;0.546824;0.544205;0.538931;0.538395;0.536308;0.536431;0.534263;0.528985;0.530154;0.528195;0.526238;0.524309;0.518105;0.518491;0.517686;0.512657
0.586808;0.583721;0.583022;0.576101;0.574176;0.576883;0.568152;0.565553;0.559998;0.558495;0.557036;0.552991;0.548180;0.549854;0.545173;0.539371;0.533518;0.537585;0.534108;0.533201
0.801781;0.793329;0.783407;0.772624;0.763210;0.754854;0.746362;0.728823;0.724317;0.709564;0.702090;0.693312;0.679626;0.674702;0.666296;0.653990;0.645865;0.639742;0.633059;0.627754
0.637604;0.634941;0.629761;0.623888;0.619946;0.613912;0.610697;0.609442;0.597371;0.592826;0.588944;0.588034;0.578208;0.574112;0.576470;0.565359;0.563859;0.557896;0.559463;0.548181
0.545029;0.541703;0.539465;0.536371;0.533663;0.530134;0.534781;0.531018;0.526530;0.520485;0.520690;0.521411;0.519167;0.518896;0.512327;0.514836;0.512519;0.508198;0.505857;0.508261
