ID;Rep;Hardness;trait_class;CSplit
108308003337;1;73.69770882;(60,Inf];Train
108308003337;2;73.69770882;(60,Inf];Train
108308003337;3;73.69770882;(60,Inf];Train
108308003337;4;73.69770882;(60,Inf];Train
108308003347;1;56.22630254;[0,60];Train
108308003347;2;56.22630254;[0,60];Train
108308003347;3;56.22630254;[0,60];Train
108308003347;4;56.22630254;[0,60];Train
108308003351;1;43.6742135;[0,60];Train
108308003351;2;43.6742135;[0,60];Train
108308003351;3;43.6742135;[0,60];Train
108308003351;4;43.6742135;[0,60];Train
108308003358;1;37.69452837;[0,60];Train
108308003358;2;37.69452837;[0,60];Train
108308003358;3;37.69452837;[0,60];Train
108308003358;4;37.69452837;[0,60];Train
108308003364;1;48.42861968;[0,60];Train
108308003364;2;48.42861968;[0,60];Train
108308003364;3;48.42861968;[0,60];Train
108308003364;4;48.42861968;[0,60];Train
108308003396;1;80.22109894;(60,Inf];Train
108308003396;2;80.22109894;(60,Inf];Train
108308003396;3;80.22109894;(60,Inf];Train
108308003396;4;80.22109894;(60,Inf];Train
108308003415;1;84.37851166;(60,Inf];Train
108308003415;2;84.37851166;(60,Inf];Train
108308003415;3;84.37851166;(60,Inf];Train
108308003415;4;84.37851166;(60,Inf];Train
108308003425;1;22.00875783;[0,60];Train
108308003425;2;22.00875783;[0,60];Train
108308003425;3;22.00875783;[0,60];Train
108308003425;4;22.00875783;[0,60];Train
108308003433;1;48.86764059;[0,60];Train
108308003433;2;48.86764059;[0,60];Train
108308003433;3;48.86764059;[0,60];Train
108308003433;4;48.86764059;[0,60];Train
108308003440;1;68.81326148;(60,Inf];Train
108308003440;2;68.81326148;(60,Inf];Train
108308003440;3;68.81326148;(60,Inf];Train
108308003440;4;68.81326148;(60,Inf];Train
108308003474;1;88.86595203;(60,Inf];Train
108308003474;2;88.86595203;(60,Inf];Train
108308003474;3;88.86595203;(60,Inf];Train
108308003474;4;88.86595203;(60,Inf];Train
108308003483;1;80.49944187;(60,Inf];Train
108308003483;2;80.49944187;(60,Inf];Train
108308003483;3;80.49944187;(60,Inf];Train
108308003483;4;80.49944187;(60,Inf];Train
108308003485;1;86.84431099;(60,Inf];Train
108308003485;2;86.84431099;(60,Inf];Train
108308003485;3;86.84431099;(60,Inf];Train
108308003485;4;86.84431099;(60,Inf];Train
108308003487;1;90.25047077;(60,Inf];Train
108308003487;2;90.25047077;(60,Inf];Train
108308003487;3;90.25047077;(60,Inf];Train
108308003487;4;90.25047077;(60,Inf];Train
108308003548;1;72.27660187;(60,Inf];Train
108308003548;2;72.27660187;(60,Inf];Train
108308003548;3;72.27660187;(60,Inf];Train
108308003548;4;72.27660187;(60,Inf];Train
108308003549;1;78.22600686;(60,Inf];Train
108308003549;2;78.22600686;(60,Inf];Train
108308003549;3;78.22600686;(60,Inf];Train
108308003549;4;78.22600686;(60,Inf];Train
108308003556;1;61.64722581;(60,Inf];Train
108308003556;2;61.64722581;(60,Inf];Train
108308003556;3;61.64722581;(60,Inf];Train
108308003556;4;61.64722581;(60,Inf];Train
108308003575;1;49.9898977;[0,60];Train
108308003575;2;49.9898977;[0,60];Train
108308003575;3;49.9898977;[0,60];Train
108308003575;4;49.9898977;[0,60];Train
108308003594;1;52.80866541;[0,60];Train
108308003594;2;52.80866541;[0,60];Train
108308003594;3;52.80866541;[0,60];Train
108308003594;4;52.80866541;[0,60];Train
108308003626;1;72.15483524;(60,Inf];Train
108308003626;2;72.15483524;(60,Inf];Train
108308003626;3;72.15483524;(60,Inf];Train
108308003626;4;72.15483524;(60,Inf];Train
108308005433;1;75.6690691;(60,Inf];Train
108308005433;2;75.6690691;(60,Inf];Train
108308005433;3;75.6690691;(60,Inf];Train
108308005433;4;75.6690691;(60,Inf];Train
108308005434;1;51.84653641;[0,60];Train
108308005434;2;51.84653641;[0,60];Train
108308005434;3;51.84653641;[0,60];Train
108308005434;4;51.84653641;[0,60];Train
108308005435;1;64.59636147;(60,Inf];Train
108308005435;2;64.59636147;(60,Inf];Train
108308005435;3;64.59636147;(60,Inf];Train
108308005435;4;64.59636147;(60,Inf];Train
108308005436;1;45.97389305;[0,60];Train
108308005436;2;45.97389305;[0,60];Train
108308005436;3;45.97389305;[0,60];Train
108308005436;4;45.97389305;[0,60];Train
108308005436;5;45.97389305;[0,60];Train
108308005436;6;45.97389305;[0,60];Train
108308005436;7;45.97389305;[0,60];Train
108308005436;8;45.97389305;[0,60];Train
108308005437;1;70.81318855;(60,Inf];Train
108308005437;2;70.81318855;(60,Inf];Train
108308005437;3;70.81318855;(60,Inf];Train
108308005437;4;70.81318855;(60,Inf];Train
108308005438;1;75.7380032;(60,Inf];Train
108308005438;2;75.7380032;(60,Inf];Train
108308005438;3;75.7380032;(60,Inf];Train
108308005438;4;75.7380032;(60,Inf];Train
108308005439;1;19.79347865;[0,60];Train
108308005439;2;19.79347865;[0,60];Train
108308005439;3;19.79347865;[0,60];Train
108308005439;4;19.79347865;[0,60];Train
108308005440;1;18.47584146;[0,60];Train
108308005440;2;18.47584146;[0,60];Train
108308005440;3;18.47584146;[0,60];Train
108308005440;4;18.47584146;[0,60];Train
108308005441;1;95.51977124;(60,Inf];Train
108308005441;2;95.51977124;(60,Inf];Train
108308005441;3;95.51977124;(60,Inf];Train
108308005441;4;95.51977124;(60,Inf];Train
