database_name,dataset,model_class,rmsep,source
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,paper Catboost,0.1903484437835889,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_b-a,paper Catboost,6.186257544946492,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hla-b,paper Catboost,7.274328543367229,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hlb-a,paper Catboost,6.045254390410433,paper (TabPFN bench master_pivot)
DarkResp,Rd25_CBtestSite,paper Catboost,0.3714565878170351,paper (TabPFN bench master_pivot)
DarkResp,Rd25_GTtestSite,paper Catboost,0.3073737580103328,paper (TabPFN bench master_pivot)
DarkResp,Rd25_XSBNtestSite,paper Catboost,0.2792855200781804,paper (TabPFN bench master_pivot)
DarkResp,Rd25_spxy70,paper Catboost,0.1663522134539291,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Ccar_spxyG_block2deg,paper Catboost,39.54812279603111,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,paper Catboost,55.892551960924,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_species,paper Catboost,26.549529540829685,paper (TabPFN bench master_pivot)
FUSARIUM,Fv_Fm_grp70_30,paper Catboost,0.0294391221860153,paper (TabPFN bench master_pivot)
GRAPEVINES,grapevine_chloride_556_KS,paper Catboost,875.196391770851,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,paper Catboost,3.0972847750626595,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,paper Catboost,3.959544574822563,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper Catboost,4.163476803765716,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,paper Catboost,4.8041700890023495,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,paper Catboost,0.324087991799308,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper Catboost,1.7864439261499914,paper (TabPFN bench master_pivot)
IncombustibleMaterial,TIC_spxy70,paper Catboost,3.8836388033062335,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,paper Catboost,4.593548852001947,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_SOC_all_26650_NocitaKS,paper Catboost,9.320681577794335,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,paper Catboost,0.390868687416521,paper (TabPFN bench master_pivot)
MALARIA,Malaria_Oocist_333_Maia,paper Catboost,8008.055653763267,paper (TabPFN bench master_pivot)
MALARIA,Malaria_Sporozoite_229_Maia,paper Catboost,36236.08587813769,paper (TabPFN bench master_pivot)
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,paper Catboost,6.548555293539626,paper (TabPFN bench master_pivot)
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,paper Catboost,2.9866502830487853,paper (TabPFN bench master_pivot)
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,paper Catboost,0.8518912219363179,paper (TabPFN bench master_pivot)
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,paper Catboost,2.5134006603653662,paper (TabPFN bench master_pivot)
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,paper Catboost,1.6932689102057146,paper (TabPFN bench master_pivot)
MILK,Milk_Fat_1224_KS,paper Catboost,0.1076072499263633,paper (TabPFN bench master_pivot)
MILK,Milk_Lactose_1224_KS,paper Catboost,0.0734632749827081,paper (TabPFN bench master_pivot)
MILK,Milk_Urea_1224_KS,paper Catboost,4.123773577115815,paper (TabPFN bench master_pivot)
PHOSPHORUS,LP_spxyG,paper Catboost,0.1775681231587723,paper (TabPFN bench master_pivot)
PHOSPHORUS,MP_spxyG,paper Catboost,0.0192216436712246,paper (TabPFN bench master_pivot)
PHOSPHORUS,NP_spxyG,paper Catboost,0.1046577279583968,paper (TabPFN bench master_pivot)
PHOSPHORUS,Pi_spxyG,paper Catboost,0.1640914842706666,paper (TabPFN bench master_pivot)
PHOSPHORUS,V25_spxyG,paper Catboost,0.3245479917041954,paper (TabPFN bench master_pivot)
PLUMS,Firmness_spxy70,paper Catboost,0.2918197830454076,paper (TabPFN bench master_pivot)
QUARTZ,Quartz_spxy70,paper Catboost,0.0069035822134068,paper (TabPFN bench master_pivot)
TABLET,Escitalopramt_310_Zhao,paper Catboost,0.3107165334629424,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_Density_402_Olale,paper Catboost,0.126721308075477,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_N_402_Olale,paper Catboost,0.0509146784257037,paper (TabPFN bench master_pivot)
ALPINE,ALPINE_P_291_KS,paper PLS,0.0622707496529526,paper (TabPFN bench master_pivot)
AMYLOSE,Rice_Amylose_313_YbasedSplit,paper PLS,1.9053137710488337,paper (TabPFN bench master_pivot)
BEEFMARBLING,Beef_Marbling_RandomSplit,paper PLS,74.42331712695719,paper (TabPFN bench master_pivot)
BEER,Beer_OriginalExtract_60_KS,paper PLS,0.3785376580667717,paper (TabPFN bench master_pivot)
BEER,Beer_OriginalExtract_60_YbaseSplit,paper PLS,0.2559337959455767,paper (TabPFN bench master_pivot)
BERRY,brix_groupSampleID_stratDateVar_balRows,paper PLS,3.63450236692312,paper (TabPFN bench master_pivot)
BERRY,ph_groupSampleID_stratDateVar_balRows,paper PLS,0.3161983765407297,paper (TabPFN bench master_pivot)
BERRY,ta_groupSampleID_stratDateVar_balRows,paper PLS,1.8842455461398468,paper (TabPFN bench master_pivot)
BISCUIT,Biscuit_Fat_40_RandomSplit,paper PLS,1.2460131665087948,paper (TabPFN bench master_pivot)
BISCUIT,Biscuit_Sucrose_40_RandomSplit,paper PLS,1.5986900396222972,paper (TabPFN bench master_pivot)
COLZA,C_woOutlier,paper PLS,1.6479925765618069,paper (TabPFN bench master_pivot)
COLZA,N_wOutlier,paper PLS,0.273325892100392,paper (TabPFN bench master_pivot)
COLZA,N_woOutlier,paper PLS,0.2380378882249404,paper (TabPFN bench master_pivot)
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,paper PLS,0.0234765281539116,paper (TabPFN bench master_pivot)
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,paper PLS,0.084406180543604,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_b-a,paper PLS,3.2879436552500017,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hla-b,paper PLS,2.959740670399023,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hlb-a,paper PLS,3.3371545038764685,paper (TabPFN bench master_pivot)
DarkResp,Rd25_CBtestSite,paper PLS,0.2485778076832695,paper (TabPFN bench master_pivot)
DarkResp,Rd25_GTtestSite,paper PLS,0.2611671026431517,paper (TabPFN bench master_pivot)
DarkResp,Rd25_XSBNtestSite,paper PLS,0.315774422720676,paper (TabPFN bench master_pivot)
DarkResp,Rd25_spxy70,paper PLS,0.1794124986225498,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Ccar_spxyG_block2deg,paper PLS,64.29414172192388,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,paper PLS,68.48299411322476,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_species,paper PLS,65.10231168682624,paper (TabPFN bench master_pivot)
FUSARIUM,Fv_Fm_grp70_30,paper PLS,0.0315504531041416,paper (TabPFN bench master_pivot)
GRAPEVINES,grapevine_chloride_556_KS,paper PLS,915.735138197346,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,paper PLS,3.6181784712144247,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,paper PLS,3.7318902219042944,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper PLS,4.202132209872175,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,paper PLS,4.927187099416517,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,paper PLS,0.3123729471050324,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper PLS,1.85348186559904,paper (TabPFN bench master_pivot)
IncombustibleMaterial,TIC_spxy70,paper PLS,2.787786960121247,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,paper PLS,4.8609064546427785,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,paper PLS,0.3281973936518934,paper (TabPFN bench master_pivot)
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,paper PLS,7.528544191989094,paper (TabPFN bench master_pivot)
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,paper PLS,2.36091887824198,paper (TabPFN bench master_pivot)
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,paper PLS,0.7826806868853714,paper (TabPFN bench master_pivot)
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,paper PLS,2.3003293127604723,paper (TabPFN bench master_pivot)
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,paper PLS,1.7584969529696053,paper (TabPFN bench master_pivot)
MILK,Milk_Fat_1224_KS,paper PLS,0.0847539240564736,paper (TabPFN bench master_pivot)
MILK,Milk_Lactose_1224_KS,paper PLS,0.0554576865613542,paper (TabPFN bench master_pivot)
MILK,Milk_Urea_1224_KS,paper PLS,4.161019323655071,paper (TabPFN bench master_pivot)
PHOSPHORUS,LP_spxyG,paper PLS,0.1820014727143898,paper (TabPFN bench master_pivot)
PHOSPHORUS,MP_spxyG,paper PLS,0.0212033895694146,paper (TabPFN bench master_pivot)
PHOSPHORUS,NP_spxyG,paper PLS,0.1024775858943483,paper (TabPFN bench master_pivot)
PHOSPHORUS,Pi_spxyG,paper PLS,0.1934192007908236,paper (TabPFN bench master_pivot)
PHOSPHORUS,V25_spxyG,paper PLS,0.3043669902243574,paper (TabPFN bench master_pivot)
PLUMS,Firmness_spxy70,paper PLS,0.4653151011794641,paper (TabPFN bench master_pivot)
QUARTZ,Quartz_spxy70,paper PLS,3.3987655009200003e-09,paper (TabPFN bench master_pivot)
TABLET,Escitalopramt_310_Zhao,paper PLS,0.337655637335533,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_Density_402_Olale,paper PLS,0.1283914545581485,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_N_402_Olale,paper PLS,0.050733292038705,paper (TabPFN bench master_pivot)
ALPINE,ALPINE_P_291_KS,paper Ridge,0.0589773153713793,paper (TabPFN bench master_pivot)
AMYLOSE,Rice_Amylose_313_YbasedSplit,paper Ridge,1.8817195843299133,paper (TabPFN bench master_pivot)
BEEFMARBLING,Beef_Marbling_RandomSplit,paper Ridge,73.35482910231548,paper (TabPFN bench master_pivot)
BEER,Beer_OriginalExtract_60_KS,paper Ridge,0.3741797904845931,paper (TabPFN bench master_pivot)
BEER,Beer_OriginalExtract_60_YbaseSplit,paper Ridge,0.1910032468197337,paper (TabPFN bench master_pivot)
BERRY,brix_groupSampleID_stratDateVar_balRows,paper Ridge,3.494102191987137,paper (TabPFN bench master_pivot)
BERRY,ph_groupSampleID_stratDateVar_balRows,paper Ridge,0.3133418251470631,paper (TabPFN bench master_pivot)
BERRY,ta_groupSampleID_stratDateVar_balRows,paper Ridge,1.801255958563449,paper (TabPFN bench master_pivot)
BISCUIT,Biscuit_Fat_40_RandomSplit,paper Ridge,0.4834005245128199,paper (TabPFN bench master_pivot)
BISCUIT,Biscuit_Sucrose_40_RandomSplit,paper Ridge,1.1462177673520162,paper (TabPFN bench master_pivot)
COLZA,C_woOutlier,paper Ridge,2.249895808738,paper (TabPFN bench master_pivot)
COLZA,N_wOutlier,paper Ridge,0.2677192893391858,paper (TabPFN bench master_pivot)
COLZA,N_woOutlier,paper Ridge,0.2263305091990318,paper (TabPFN bench master_pivot)
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,paper Ridge,0.0425519237170362,paper (TabPFN bench master_pivot)
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,paper Ridge,0.1969116408407737,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_b-a,paper Ridge,2.838465222966137,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hla-b,paper Ridge,2.719963167674533,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hlb-a,paper Ridge,2.7879913509722343,paper (TabPFN bench master_pivot)
DarkResp,Rd25_CBtestSite,paper Ridge,0.2368010415215184,paper (TabPFN bench master_pivot)
DarkResp,Rd25_GTtestSite,paper Ridge,0.1967872404012098,paper (TabPFN bench master_pivot)
DarkResp,Rd25_XSBNtestSite,paper Ridge,0.2630907924365289,paper (TabPFN bench master_pivot)
DarkResp,Rd25_spxy70,paper Ridge,0.1736482467231991,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Ccar_spxyG_block2deg,paper Ridge,66.63105982394346,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,paper Ridge,72.88079011425634,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_species,paper Ridge,63.69881633405782,paper (TabPFN bench master_pivot)
FUSARIUM,Fv_Fm_grp70_30,paper Ridge,0.0283570670054036,paper (TabPFN bench master_pivot)
GRAPEVINES,grapevine_chloride_556_KS,paper Ridge,914.9612915669088,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_ASD,paper Ridge,4.146281677356247,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR,paper Ridge,3.647020583392548,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper Ridge,4.127200381549012,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,An_spxyG70_30_byCultivar_NeoSpectra,paper Ridge,4.802865456056688,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,LMA_spxyG70_30_byCultivar_ASD,paper Ridge,0.3040851789224942,paper (TabPFN bench master_pivot)
GRAPEVINE_LeafTraits,WUEinst_spxyG70_30_byCultivar_MicroNIR_NeoSpectra,paper Ridge,1.5951757108023992,paper (TabPFN bench master_pivot)
IncombustibleMaterial,TIC_spxy70,paper Ridge,2.506867785916912,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_SOC_Cropland_8731_NocitaKS,paper Ridge,4.599714710619973,paper (TabPFN bench master_pivot)
LUCAS,LUCAS_pH_Organic_1763_LiuRandomOrganic,paper Ridge,0.3307517321744063,paper (TabPFN bench master_pivot)
MANURE21,All_manure_CaO_SPXY_strat_Manure_type,paper Ridge,6.898422615369386,paper (TabPFN bench master_pivot)
MANURE21,All_manure_K2O_SPXY_strat_Manure_type,paper Ridge,2.341854235430136,paper (TabPFN bench master_pivot)
MANURE21,All_manure_MgO_SPXY_strat_Manure_type,paper Ridge,0.7736696013360851,paper (TabPFN bench master_pivot)
MANURE21,All_manure_P2O5_SPXY_strat_Manure_type,paper Ridge,2.54687928995717,paper (TabPFN bench master_pivot)
MANURE21,All_manure_Total_N_SPXY_strat_Manure_type,paper Ridge,1.7064692893113451,paper (TabPFN bench master_pivot)
MILK,Milk_Fat_1224_KS,paper Ridge,0.0862480620031288,paper (TabPFN bench master_pivot)
MILK,Milk_Lactose_1224_KS,paper Ridge,0.0542675268453658,paper (TabPFN bench master_pivot)
MILK,Milk_Urea_1224_KS,paper Ridge,4.191121229855326,paper (TabPFN bench master_pivot)
PHOSPHORUS,LP_spxyG,paper Ridge,0.1715412566684358,paper (TabPFN bench master_pivot)
PHOSPHORUS,MP_spxyG,paper Ridge,0.0210804207437171,paper (TabPFN bench master_pivot)
PHOSPHORUS,NP_spxyG,paper Ridge,0.1187254415977093,paper (TabPFN bench master_pivot)
PHOSPHORUS,Pi_spxyG,paper Ridge,0.1783382503206829,paper (TabPFN bench master_pivot)
PHOSPHORUS,V25_spxyG,paper Ridge,0.3055656869296078,paper (TabPFN bench master_pivot)
PLUMS,Firmness_spxy70,paper Ridge,0.2577670813995798,paper (TabPFN bench master_pivot)
QUARTZ,Quartz_spxy70,paper Ridge,3.3977579071917587e-09,paper (TabPFN bench master_pivot)
TABLET,Escitalopramt_310_Zhao,paper Ridge,0.3791222563597828,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_Density_402_Olale,paper Ridge,0.1278871119669721,paper (TabPFN bench master_pivot)
WOOD_density,WOOD_N_402_Olale,paper Ridge,0.0491404173686128,paper (TabPFN bench master_pivot)
ALPINE,ALPINE_P_291_KS,paper TabPFN-Raw,0.0595929243596609,paper (TabPFN bench master_pivot)
AMYLOSE,Rice_Amylose_313_YbasedSplit,paper TabPFN-Raw,4.51115835426626,paper (TabPFN bench master_pivot)
BEEFMARBLING,Beef_Marbling_RandomSplit,paper TabPFN-Raw,66.26015325958707,paper (TabPFN bench master_pivot)
BEER,Beer_OriginalExtract_60_KS,paper TabPFN-Raw,0.2509906164760517,paper (TabPFN bench master_pivot)
BEER,Beer_OriginalExtract_60_YbaseSplit,paper TabPFN-Raw,0.2248612839143847,paper (TabPFN bench master_pivot)
BERRY,brix_groupSampleID_stratDateVar_balRows,paper TabPFN-Raw,3.17115561094959,paper (TabPFN bench master_pivot)
BERRY,ph_groupSampleID_stratDateVar_balRows,paper TabPFN-Raw,0.251978582503602,paper (TabPFN bench master_pivot)
BERRY,ta_groupSampleID_stratDateVar_balRows,paper TabPFN-Raw,1.6507169013755396,paper (TabPFN bench master_pivot)
BISCUIT,Biscuit_Fat_40_RandomSplit,paper TabPFN-Raw,0.4025310266762831,paper (TabPFN bench master_pivot)
BISCUIT,Biscuit_Sucrose_40_RandomSplit,paper TabPFN-Raw,1.5066320314346833,paper (TabPFN bench master_pivot)
COLZA,C_woOutlier,paper TabPFN-Raw,0.838604593642227,paper (TabPFN bench master_pivot)
COLZA,N_wOutlier,paper TabPFN-Raw,0.2167147531633649,paper (TabPFN bench master_pivot)
COLZA,N_woOutlier,paper TabPFN-Raw,0.209232780207432,paper (TabPFN bench master_pivot)
CORN,Corn_Oil_80_ZhengChenPelegYbaseSplit,paper TabPFN-Raw,0.1102293322720551,paper (TabPFN bench master_pivot)
CORN,Corn_Starch_80_ZhengChenPelegYbaseSplit,paper TabPFN-Raw,0.4974513589991104,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_b-a,paper TabPFN-Raw,4.144354634385353,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hla-b,paper TabPFN-Raw,4.568122576497599,paper (TabPFN bench master_pivot)
DIESEL,DIESEL_bp50_246_hlb-a,paper TabPFN-Raw,3.4955264046807555,paper (TabPFN bench master_pivot)
DarkResp,Rd25_CBtestSite,paper TabPFN-Raw,0.3400336825744706,paper (TabPFN bench master_pivot)
DarkResp,Rd25_GTtestSite,paper TabPFN-Raw,0.3762790212350022,paper (TabPFN bench master_pivot)
DarkResp,Rd25_XSBNtestSite,paper TabPFN-Raw,0.2991961027386562,paper (TabPFN bench master_pivot)
DarkResp,Rd25_spxy70,paper TabPFN-Raw,0.1664553680455906,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Ccar_spxyG_block2deg,paper TabPFN-Raw,32.423696411112154,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_block2deg,paper TabPFN-Raw,59.89801078051081,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,Chla+b_spxyG_species,paper TabPFN-Raw,60.69883695501996,paper (TabPFN bench master_pivot)
ECOSIS_LeafTraits,LMA_spxyG_block2deg,paper TabPFN-Raw,22.192536591233083,paper (TabPFN bench master_pivot)
