ID;Rep;Digestibility;Split
108308002918;3;46.45781249;Test
108308002918;4;46.45781249;Test
108308002922;1;56.46774853;Test
108308002922;2;56.46774853;Test
108308002922;3;56.46774853;Test
108308002922;4;56.46774853;Test
108308002964;1;47.4806088;Test
108308002964;2;47.4806088;Test
108308002964;3;47.4806088;Test
108308002964;4;47.4806088;Test
108308002966;1;56.55295305;Test
108308002966;2;56.55295305;Test
108308002966;3;56.55295305;Test
108308002966;4;56.55295305;Test
108308002968;1;46.16398293;Test
108308002968;2;46.16398293;Test
108308002968;3;46.16398293;Test
108308002968;4;46.16398293;Test
108308002970;1;57.20847128;Test
108308002970;2;57.20847128;Test
108308002970;3;57.20847128;Test
108308002970;4;57.20847128;Test
108308002978;1;45.74059669;Test
108308002978;2;45.74059669;Test
108308002978;3;45.74059669;Test
108308002978;4;45.74059669;Test
108308002986;1;30.47085739;Test
108308002986;2;30.47085739;Test
108308002986;3;30.47085739;Test
108308002986;4;30.47085739;Test
108308002988;1;23.34455872;Test
108308002988;2;23.34455872;Test
108308002988;3;23.34455872;Test
108308002988;4;23.34455872;Test
108308002992;1;31.74322432;Test
108308002992;2;31.74322432;Test
108308002992;3;31.74322432;Test
108308002992;4;31.74322432;Test
108308002996;1;48.21418255;Test
108308002996;2;48.21418255;Test
108308002996;3;48.21418255;Test
108308002996;4;48.21418255;Test
108308002998;1;33.20656093;Test
108308002998;2;33.20656093;Test
108308002998;3;33.20656093;Test
108308002998;4;33.20656093;Test
108308003008;1;56.75476339;Test
108308003008;2;56.75476339;Test
108308003008;3;56.75476339;Test
108308003008;4;56.75476339;Test
108308003024;1;26.49275402;Test
108308003024;2;26.49275402;Test
108308003024;3;26.49275402;Test
108308003024;4;26.49275402;Test
108308003038;1;34.46187701;Test
108308003038;2;34.46187701;Test
108308003038;3;34.46187701;Test
108308003038;4;34.46187701;Test
108308003046;1;40.410506;Test
108308003046;2;40.410506;Test
108308003046;3;40.410506;Test
108308003046;4;40.410506;Test
108308003054;1;22.02377939;Test
108308003054;2;22.02377939;Test
108308003054;3;22.02377939;Test
108308003054;4;22.02377939;Test
108308003058;1;40.15060876;Test
108308003058;2;40.15060876;Test
108308003058;3;40.15060876;Test
108308003058;4;40.15060876;Test
108308003068;1;30.19658676;Test
108308003068;2;30.19658676;Test
108308003068;3;30.19658676;Test
108308003068;4;30.19658676;Test
108308003074;1;41.5042613;Test
108308003074;2;41.5042613;Test
108308003074;3;41.5042613;Test
108308003074;4;41.5042613;Test
108308003084;1;38.38493715;Test
108308003084;2;38.38493715;Test
108308003084;3;38.38493715;Test
108308003084;4;38.38493715;Test
108308003088;1;23.54447405;Test
108308003088;2;23.54447405;Test
108308003088;3;23.54447405;Test
108308003088;4;23.54447405;Test
108308003111;1;32.15745562;Test
108308003111;2;32.15745562;Test
108308003111;3;32.15745562;Test
108308003111;4;32.15745562;Test
108308003113;1;46.05478433;Test
108308003113;2;46.05478433;Test
108308003113;3;46.05478433;Test
108308003113;4;46.05478433;Test
108308003115;1;26.30334687;Test
108308003115;2;26.30334687;Test
108308003115;3;26.30334687;Test
108308003115;4;26.30334687;Test
108308003141;1;46.64478154;Test
108308003141;2;46.64478154;Test
108308003141;3;46.64478154;Test
108308003141;4;46.64478154;Test
108308003149;1;35.10579767;Test
108308003149;2;35.10579767;Test
108308003149;3;35.10579767;Test
108308003149;4;35.10579767;Test
108308003153;1;32.0025553;Test
108308003153;2;32.0025553;Test
108308003153;3;32.0025553;Test
108308003153;4;32.0025553;Test
108308003161;1;17.35182272;Test
108308003161;2;17.35182272;Test
108308003161;3;17.35182272;Test
108308003161;4;17.35182272;Test
108308003169;1;32.69522741;Test
108308003169;2;32.69522741;Test
108308003169;3;32.69522741;Test
108308003169;4;32.69522741;Test
108308003173;1;50.06897373;Test
108308003173;2;50.06897373;Test
108308003173;3;50.06897373;Test
108308003173;4;50.06897373;Test
108308003199;1;42.37951875;Test
108308003199;2;42.37951875;Test
108308003199;3;42.37951875;Test
108308003199;4;42.37951875;Test
108308003203;1;60.78708433;Test
108308003203;2;60.78708433;Test
108308003203;3;60.78708433;Test
108308003203;4;60.78708433;Test
108308003205;1;18.34894777;Test
108308003205;2;18.34894777;Test
108308003205;3;18.34894777;Test
108308003205;4;18.34894777;Test
108308003227;1;20.46137516;Test
108308003227;2;20.46137516;Test
108308003227;3;20.46137516;Test
108308003227;4;20.46137516;Test
108308003231;1;54.92243211;Test
108308003231;2;54.92243211;Test
108308003231;3;54.92243211;Test
108308003231;4;54.92243211;Test
108308003235;1;38.72734477;Test
108308003235;2;38.72734477;Test
108308003235;3;38.72734477;Test
108308003235;4;38.72734477;Test
108308003241;1;33.97517947;Test
108308003241;2;33.97517947;Test
108308003241;3;33.97517947;Test
108308003241;4;33.97517947;Test
108308003247;1;34.40864039;Test
108308003247;2;34.40864039;Test
108308003247;3;34.40864039;Test
108308003247;4;34.40864039;Test
108308003257;1;33.93301718;Test
108308003257;2;33.93301718;Test
108308003257;3;33.93301718;Test
108308003257;4;33.93301718;Test
108308003263;1;34.44946492;Test
108308003263;2;34.44946492;Test
108308003263;3;34.44946492;Test
108308003263;4;34.44946492;Test
108308003271;1;40.74869261;Test
108308003271;2;40.74869261;Test
108308003271;3;40.74869261;Test
108308003271;4;40.74869261;Test
108308003273;1;38.29695184;Test
108308003273;2;38.29695184;Test
108308003273;3;38.29695184;Test
108308003273;4;38.29695184;Test
108308003287;1;21.31440992;Test
108308003287;2;21.31440992;Test
108308003287;3;21.31440992;Test
108308003287;4;21.31440992;Test
108308003293;1;45.12259026;Test
108308003293;2;45.12259026;Test
108308003293;3;45.12259026;Test
108308003293;4;45.12259026;Test
108308003305;1;41.75803712;Test
108308003305;2;41.75803712;Test
108308003305;3;41.75803712;Test
108308003305;4;41.75803712;Test
108308003309;1;29.17459203;Test
108308003309;2;29.17459203;Test
108308003309;3;29.17459203;Test
108308003309;4;29.17459203;Test
108308003319;1;35.42062085;Test
108308003319;2;35.42062085;Test
108308003319;3;35.42062085;Test
108308003319;4;35.42062085;Test
108308003323;1;67.4057972;Test
108308003323;2;67.4057972;Test
108308003323;3;67.4057972;Test
108308003323;4;67.4057972;Test
108308003325;1;58.92380621;Test
108308003325;2;58.92380621;Test
108308003325;3;58.92380621;Test
108308003325;4;58.92380621;Test
108308003341;1;51.07576791;Test
108308003341;2;51.07576791;Test
108308003341;3;51.07576791;Test
108308003341;4;51.07576791;Test
108308003381;1;52.28584282;Test
108308003381;2;52.28584282;Test
108308003381;3;52.28584282;Test
108308003381;4;52.28584282;Test
108308003395;1;48.68436206;Test
108308003395;2;48.68436206;Test
108308003395;3;48.68436206;Test
108308003395;4;48.68436206;Test
108308003413;1;31.55566397;Test
108308003413;2;31.55566397;Test
108308003413;3;31.55566397;Test
108308003413;4;31.55566397;Test
108308003419;1;10.54653494;Test
108308003419;2;10.54653494;Test
108308003419;3;10.54653494;Test
108308003419;4;10.54653494;Test
108308003497;1;68.70102625;Test
108308003497;2;68.70102625;Test
108308003497;3;68.70102625;Test
108308003497;4;68.70102625;Test
108308003512;1;40.02308826;Test
108308003512;2;40.02308826;Test
108308003512;3;40.02308826;Test
108308003512;4;40.02308826;Test
108308003516;1;39.12481;Test
108308003516;2;39.12481;Test
108308003516;3;39.12481;Test
108308003516;4;39.12481;Test
108308003517;1;36.56310815;Test
108308003517;2;36.56310815;Test
108308003517;3;36.56310815;Test
108308003517;4;36.56310815;Test
108308003539;1;49.34491937;Test
108308003539;2;49.34491937;Test
108308003539;3;49.34491937;Test
108308003539;4;49.34491937;Test
108308003549;1;16.96778391;Test
108308003549;2;16.96778391;Test
108308003549;3;16.96778391;Test
108308003549;4;16.96778391;Test
108308003551;1;40.7040323;Test
108308003551;2;40.7040323;Test
108308003551;3;40.7040323;Test
108308003551;4;40.7040323;Test
108308003581;1;59.01159203;Test
108308003581;2;59.01159203;Test
108308003581;3;59.01159203;Test
108308003581;4;59.01159203;Test
108308003585;1;58.97083481;Test
108308003585;2;58.97083481;Test
108308003585;3;58.97083481;Test
108308003585;4;58.97083481;Test
108308003607;1;50.06306305;Test
108308003607;2;50.06306305;Test
108308003607;3;50.06306305;Test
108308003607;4;50.06306305;Test
108308003615;1;57.1706253;Test
108308003615;2;57.1706253;Test
108308003615;3;57.1706253;Test
108308003615;4;57.1706253;Test
108308003627;1;17.86695875;Test
108308003627;2;17.86695875;Test
108308003627;3;17.86695875;Test
108308003627;4;17.86695875;Test
108308004374;1;54.99000046;Test
108308004374;2;54.99000046;Test
108308004374;3;54.99000046;Test
108308004374;4;54.99000046;Test
108308004378;1;50.11102558;Test
108308004378;2;50.11102558;Test
108308004378;3;50.11102558;Test
108308004378;4;50.11102558;Test
108308004382;1;59.65099457;Test
108308004382;2;59.65099457;Test
108308004382;3;59.65099457;Test
108308004382;4;59.65099457;Test
108308004392;1;40.00388267;Test
108308004392;2;40.00388267;Test
108308004392;3;40.00388267;Test
108308004392;4;40.00388267;Test
108308004400;1;32.36113017;Test
108308004400;2;32.36113017;Test
108308004400;3;32.36113017;Test
108308004400;4;32.36113017;Test
108308004400;5;32.36113017;Test
108308004400;6;32.36113017;Test
108308004400;7;32.36113017;Test
108308004400;8;32.36113017;Test
108308004402;1;50.87945641;Test
108308004402;2;50.87945641;Test
108308004402;3;50.87945641;Test
108308004402;4;50.87945641;Test
108308004404;1;46.48985909;Test
108308004404;2;46.48985909;Test
108308004404;3;46.48985909;Test
108308004404;4;46.48985909;Test
108308004410;1;39.24726742;Test
108308004410;2;39.24726742;Test
108308004410;3;39.24726742;Test
108308004410;4;39.24726742;Test
108308004420;1;53.49893122;Test
108308004420;2;53.49893122;Test
108308004420;3;53.49893122;Test
108308004420;4;53.49893122;Test
108308004428;1;45.83203922;Test
108308004428;2;45.83203922;Test
108308004428;3;45.83203922;Test
108308004428;4;45.83203922;Test
108308004481;1;56.43576919;Test
108308004481;2;56.43576919;Test
108308004481;3;56.43576919;Test
108308004481;4;56.43576919;Test
108308004503;1;58.40714933;Test
108308004503;2;58.40714933;Test
108308004503;3;58.40714933;Test
108308004503;4;58.40714933;Test
108308004513;1;69.20905433;Test
108308004513;2;69.20905433;Test
108308004513;3;69.20905433;Test
108308004513;4;69.20905433;Test
108308004518;1;58.52525169;Test
108308004518;2;58.52525169;Test
108308004518;3;58.52525169;Test
108308004518;4;58.52525169;Test
108308004520;1;58.27796259;Test
108308004520;2;58.27796259;Test
108308004520;3;58.27796259;Test
108308004520;4;58.27796259;Test
108308004526;1;62.87826796;Test
108308004526;2;62.87826796;Test
108308004526;3;62.87826796;Test
108308004526;4;62.87826796;Test
108308004528;1;58.98722605;Test
108308004528;2;58.98722605;Test
108308004528;3;58.98722605;Test
108308004528;4;58.98722605;Test
108308004565;1;69.99829849;Test
108308004565;2;69.99829849;Test
108308004565;3;69.99829849;Test
108308004565;4;69.99829849;Test
108308004571;1;37.85258941;Test
108308004571;2;37.85258941;Test
108308004571;3;37.85258941;Test
108308004571;4;37.85258941;Test
108308004585;1;62.34759893;Test
108308004585;2;62.34759893;Test
108308004585;3;62.34759893;Test
108308004585;4;62.34759893;Test
108308004597;1;64.62966927;Test
108308004597;2;64.62966927;Test
108308004597;3;64.62966927;Test
108308004597;4;64.62966927;Test
108308004599;1;44.37454777;Test
108308004599;2;44.37454777;Test
108308004599;3;44.37454777;Test
108308004599;4;44.37454777;Test
108308004605;1;48.73892239;Test
108308004605;2;48.73892239;Test
108308004605;3;48.73892239;Test
108308004605;4;48.73892239;Test
108308004615;1;54.39838815;Test
108308004615;2;54.39838815;Test
108308004615;3;54.39838815;Test
108308004615;4;54.39838815;Test
108308004635;1;31.02841969;Test
108308004635;2;31.02841969;Test
108308004635;3;31.02841969;Test
108308004635;4;31.02841969;Test
108308004651;1;10.87066028;Test
108308004651;2;10.87066028;Test
108308004651;3;10.87066028;Test
108308004651;4;10.87066028;Test
108308004653;1;41.09971028;Test
108308004653;2;41.09971028;Test
108308004653;3;41.09971028;Test
108308004653;4;41.09971028;Test
108308004667;1;0;Test
108308004667;2;0;Test
108308004667;3;0;Test
108308004667;4;0;Test
108308004667;5;0;Test
108308004667;6;0;Test
108308004667;7;0;Test
108308004667;8;0;Test
108308004675;1;44.57569471;Test
108308004675;2;44.57569471;Test
108308004675;3;44.57569471;Test
108308004675;4;44.57569471;Test
108308004677;1;36.52382543;Test
108308004677;2;36.52382543;Test
108308004677;3;36.52382543;Test
108308004677;4;36.52382543;Test
108308004681;1;45.5858311;Test
108308004681;2;45.5858311;Test
108308004681;3;45.5858311;Test
108308004681;4;45.5858311;Test
108308004681;5;45.5858311;Test
108308004681;6;45.5858311;Test
108308004681;7;45.5858311;Test
108308004681;8;45.5858311;Test
108308004691;1;51.02465766;Test
108308004691;2;51.02465766;Test
108308004691;3;51.02465766;Test
108308004691;4;51.02465766;Test
108308004734;1;47.13371962;Test
108308004734;2;47.13371962;Test
108308004734;3;47.13371962;Test
108308004734;4;47.13371962;Test
108308004741;1;53.8249316;Test
108308004741;2;53.8249316;Test
108308004741;3;53.8249316;Test
108308004741;4;53.8249316;Test
108308004743;1;0;Test
108308004743;2;0;Test
108308004743;3;0;Test
108308004743;4;0;Test
108308004745;1;0;Test
108308004745;2;0;Test
108308004745;3;0;Test
108308004745;4;0;Test
108308004780;1;16.82150296;Test
108308004780;2;16.82150296;Test
108308004780;3;16.82150296;Test
108308004780;4;16.82150296;Test
108308004782;1;38.84024355;Test
108308004782;2;38.84024355;Test
108308004782;3;38.84024355;Test
108308004782;4;38.84024355;Test
108308004786;1;69.41935328;Test
108308004786;2;69.41935328;Test
108308004786;3;69.41935328;Test
108308004786;4;69.41935328;Test
108308004792;1;60.70253678;Test
108308004792;2;60.70253678;Test
108308004792;3;60.70253678;Test
108308004792;4;60.70253678;Test
108308004794;1;65.5900398;Test
108308004794;2;65.5900398;Test
108308004794;3;65.5900398;Test
108308004794;4;65.5900398;Test
108308004800;1;55.32650925;Test
108308004800;2;55.32650925;Test
108308004800;3;55.32650925;Test
108308004800;4;55.32650925;Test
108308004804;1;8.877684189;Test
108308004804;2;8.877684189;Test
108308004804;3;8.877684189;Test
108308004804;4;8.877684189;Test
108308004806;1;70.11306904;Test
108308004806;2;70.11306904;Test
108308004806;3;70.11306904;Test
108308004806;4;70.11306904;Test
108308004810;1;53.225539;Test
108308004810;2;53.225539;Test
108308004810;3;53.225539;Test
108308004810;4;53.225539;Test
108308004812;1;33.81086706;Test
108308004812;2;33.81086706;Test
108308004812;3;33.81086706;Test
108308004812;4;33.81086706;Test
108308004816;1;16.13437432;Test
108308004816;2;16.13437432;Test
108308004816;3;16.13437432;Test
108308004816;4;16.13437432;Test
108308004826;1;57.2371946;Test
108308004826;2;57.2371946;Test
108308004826;3;57.2371946;Test
108308004826;4;57.2371946;Test
108308004830;1;63.68374062;Test
108308004830;2;63.68374062;Test
108308004830;3;63.68374062;Test
108308004830;4;63.68374062;Test
108308004830;5;63.68374062;Test
108308004830;6;63.68374062;Test
108308004830;7;63.68374062;Test
108308004830;8;63.68374062;Test
108308004846;1;45.37785423;Test
108308004846;2;45.37785423;Test
108308004846;3;45.37785423;Test
108308004846;4;45.37785423;Test
108308004850;1;54.94525113;Test
108308004850;2;54.94525113;Test
108308004850;3;54.94525113;Test
108308004850;4;54.94525113;Test
108308004854;1;17.71459122;Test
108308004854;2;17.71459122;Test
108308004854;3;17.71459122;Test
108308004854;4;17.71459122;Test
108308004863;1;44.14199177;Test
108308004863;2;44.14199177;Test
108308004863;3;44.14199177;Test
108308004863;4;44.14199177;Test
108308004883;1;58.89915658;Test
108308004883;2;58.89915658;Test
108308004883;3;58.89915658;Test
108308004883;4;58.89915658;Test
108308004893;1;17.7409972;Test
108308004893;2;17.7409972;Test
108308004893;3;17.7409972;Test
108308004893;4;17.7409972;Test
108308004895;1;0;Test
108308004895;2;0;Test
108308004895;3;0;Test
108308004895;4;0;Test
108308004912;1;54.14351068;Test
108308004912;2;54.14351068;Test
108308004912;3;54.14351068;Test
108308004912;4;54.14351068;Test
108308004916;1;33.22718892;Test
108308004916;2;33.22718892;Test
108308004916;3;33.22718892;Test
108308004916;4;33.22718892;Test
108308004933;1;60.0598438;Test
108308004933;2;60.0598438;Test
108308004933;3;60.0598438;Test
108308004933;4;60.0598438;Test
108308004941;1;32.75709252;Test
108308004941;2;32.75709252;Test
108308004941;3;32.75709252;Test
108308004941;4;32.75709252;Test
108308004949;1;50.81228125;Test
108308004949;2;50.81228125;Test
108308004949;3;50.81228125;Test
108308004949;4;50.81228125;Test
108308004959;1;62.07501349;Test
108308004959;2;62.07501349;Test
108308004959;3;62.07501349;Test
108308004959;4;62.07501349;Test
108308004982;1;53.0896848;Test
108308004982;2;53.0896848;Test
108308004982;3;53.0896848;Test
108308004982;4;53.0896848;Test
108308004992;1;48.53213212;Test
108308004992;2;48.53213212;Test
108308004992;3;48.53213212;Test
108308004992;4;48.53213212;Test
108308004998;1;0;Test
108308004998;2;0;Test
108308004998;3;0;Test
108308004998;4;0;Test
108308005004;1;68.04477196;Test
108308005004;2;68.04477196;Test
108308005004;3;68.04477196;Test
108308005004;4;68.04477196;Test
108308005008;1;53.40378564;Test
108308005008;2;53.40378564;Test
108308005008;3;53.40378564;Test
108308005008;4;53.40378564;Test
108308005010;1;58.92636526;Test
108308005010;2;58.92636526;Test
108308005010;3;58.92636526;Test
108308005010;4;58.92636526;Test
108308005014;1;50.40559494;Test
108308005014;2;50.40559494;Test
108308005014;3;50.40559494;Test
108308005014;4;50.40559494;Test
108308005020;1;48.80287407;Test
108308005020;2;48.80287407;Test
108308005020;3;48.80287407;Test
108308005020;4;48.80287407;Test
108308005024;1;41.9113738;Test
108308005024;2;41.9113738;Test
108308005024;3;41.9113738;Test
108308005024;4;41.9113738;Test
108308005026;1;63.78658817;Test
108308005026;2;63.78658817;Test
108308005026;3;63.78658817;Test
108308005026;4;63.78658817;Test
108308005040;1;59.92877469;Test
108308005040;2;59.92877469;Test
108308005040;3;59.92877469;Test
108308005040;4;59.92877469;Test
108308005045;1;53.03278845;Test
108308005045;2;53.03278845;Test
108308005045;3;53.03278845;Test
108308005045;4;53.03278845;Test
108308005066;1;45.3248395;Test
108308005066;2;45.3248395;Test
108308005066;3;45.3248395;Test
108308005066;4;45.3248395;Test
108308005074;1;0;Test
108308005074;2;0;Test
108308005074;3;0;Test
108308005074;4;0;Test
108308005097;1;47.08532836;Test
108308005097;2;47.08532836;Test
108308005097;3;47.08532836;Test
108308005097;4;47.08532836;Test
108308005105;1;49.48243261;Test
108308005105;2;49.48243261;Test
108308005105;3;49.48243261;Test
108308005105;4;49.48243261;Test
108308005109;1;58.50422551;Test
108308005109;2;58.50422551;Test
108308005109;3;58.50422551;Test
108308005109;4;58.50422551;Test
108308005124;1;71.33945426;Test
108308005124;2;71.33945426;Test
108308005124;3;71.33945426;Test
108308005124;4;71.33945426;Test
108308005124;5;71.33945426;Test
108308005124;6;71.33945426;Test
108308005124;7;71.33945426;Test
108308005124;8;71.33945426;Test
108308005148;1;69.45074921;Test
108308005148;2;69.45074921;Test
108308005148;3;69.45074921;Test
108308005148;4;69.45074921;Test
108308005156;1;56.06412653;Test
108308005156;2;56.06412653;Test
108308005156;3;56.06412653;Test
108308005156;4;56.06412653;Test
108308005176;1;51.99763058;Test
108308005176;2;51.99763058;Test
108308005176;3;51.99763058;Test
108308005176;4;51.99763058;Test
